 	count
00000111001010	289
00000111001011	275
00000111001100	236
00000111001101	288
00000111001110	246
00000111001111	333
00000111010000	99
00000111010001	289
00000111010010	130
00000111010011	177
00000111010100	127
00000111010101	324
00000111010110	146
00000111010111	261
00000111011000	191
00000111011001	257
00000111011010	154
00000111011011	240
00000111011100	157
00000111011101	252
00000111011110	200
00000111011111	271
00000111100000	271
00000111100001	366
00000111100010	206
00000111100011	279
00000111100100	277
00000111100101	400
00000111100110	206
00000111100111	277
00000111101000	297
00000111101001	355
00000111101010	281
00000111101011	285
00000111101100	248
00000111101101	392
00000111101110	199
00000111101111	232
00000111110000	151
00000111110001	354
00000111110010	129
00000111110011	225
00000111110100	158
00000111110101	249
00000111110110	154
00000111110111	269
00000111111000	230
00000111111001	283
00000111111010	142
00000111111011	256
00000111111100	193
00000111111101	367
00000111111110	161
00000111111111	244
00001000000000	168
00001000000001	219
00001000000010	222
00001000000011	267
00001000000100	161
00001000000101	167
00001000000110	178
00001000000111	225
00001000001000	214
00001000001001	263
00001000001010	215
00001000001011	176
00001000001100	211
00001000001101	203
00001000001110	211
00001000001111	214
00001000010000	60
00001000010001	185
00001000010010	78
00001000010011	179
00001000010100	82
00001000010101	169
00001000010110	101
00001000010111	173
00001000011000	123
00001000011001	214
00001000011010	130
00001000011011	203
00001000011100	125
00001000011101	158
00001000011110	108
00001000011111	135
00001000100000	177
00001000100001	292
00001000100010	202
00001000100011	274
00001000100100	230
00001000100101	254
00001000100110	195
00001000100111	250
00001000101000	213
00001000101001	284
00001000101010	296
00001000101011	310
00001000101100	215
00001000101101	269
00001000101110	222
00001000101111	230
00001000110000	128
00001000110001	247
00001000110010	138
00001000110011	255
00001000110100	119
00001000110101	204
00001000110110	89
00001000110111	201
00001000111000	142
00001000111001	220
00001000111010	140
00001000111011	234
00001000111100	133
00001000111101	193
00001000111110	145
00001000111111	201
00001001000000	161
00001001000001	315
00001001000010	143
00001001000011	255
00001001000100	196
00001001000101	310
00001001000110	116
00001001000111	271
00001001001000	182
00001001001001	300
00001001001010	186
00001001001011	237
00001001001100	185
00001001001101	353
00001001001110	172
00001001001111	280
00001001010000	87
00001001010001	250
00001001010010	76
00001001010011	191
00001001010100	117
00001001010101	321
00001001010110	100
00001001010111	228
00001001011000	118
00001001011001	226
00001001011010	95
00001001011011	210
00001001011100	154
00001001011101	303
00001001011110	137
00001001011111	200
00001001100000	241
00001001100001	330
00001001100010	158
00001001100011	341
00001001100100	241
00001001100101	429
00001001100110	131
00001001100111	349
00001001101000	313
00001001101001	311
00001001101010	233
00001001101011	293
00001001101100	236
00001001101101	338
00001001101110	175
00001001101111	263
00001001110000	125
00001001110001	267
00001001110010	86
00001001110011	253
00001001110100	113
00001001110101	272
00001001110110	130
00001001110111	288
00001001111000	158
00001001111001	337
00001001111010	121
00001001111011	261
00001001111100	189
00001001111101	402
00001001111110	162
00001001111111	231
00001010000000	192
00001010000001	225
00001010000010	179
00001010000011	249
00001010000100	204
00001010000101	304
00001010000110	254
00001010000111	314
00001010001000	200
00001010001001	275
00001010001010	245
00001010001011	331
00001010001100	223
00001010001101	250
00001010001110	240
00001010001111	236
00001010010000	111
00001010010001	201
00001010010010	125
00001010010011	275
00001010010100	102
00001010010101	241
00001010010110	109
00001010010111	236
00001010011000	151
00001010011001	211
00001010011010	159
00001010011011	274
00001010011100	136
00001010011101	198
00001010011110	161
00001010011111	210
00001010100000	248
00001010100001	376
00001010100010	228
00001010100011	367
00001010100100	219
00001010100101	331
00001010100110	245
00001010100111	344
00001010101000	261
00001010101001	313
00001010101010	242
00001010101011	277
00001010101100	314
00001010101101	307
00001010101110	245
00001010101111	356
00001010110000	149
00001010110001	287
00001010110010	110
00001010110011	259
00001010110100	153
00001010110101	281
00001010110110	124
00001010110111	218
00001010111000	220
00001010111001	308
00001010111010	197
00001010111011	343
00001010111100	175
00001010111101	201
00001010111110	139
00001010111111	270
00001011000000	215
00001011000001	423
00001011000010	285
00001011000011	307
00001011000100	237
00001011000101	403
00001011000110	265
00001011000111	445
00001011001000	231
00001011001001	374
00001011001010	341
00001011001011	342
00001011001100	284
00001011001101	421
00001011001110	300
00001011001111	324
00001011010000	113
00001011010001	356
00001011010010	116
00001011010011	396
00001011010100	168
00001011010101	315
00001011010110	155
00001011010111	364
00001011011000	248
00001011011001	357
00001011011010	211
00001011011011	293
00001011011100	213
00001011011101	426
00001011011110	217
00001011011111	433
00001011100000	312
00001011100001	559
00001011100010	259
00001011100011	411
00001011100100	345
00001011100101	591
00001011100110	266
00001011100111	500
00001011101000	475
00001011101001	540
00001011101010	334
00001011101011	349
00001011101100	352
00001011101101	461
00001011101110	390
00001011101111	417
00001011110000	177
00001011110001	439
00001011110010	160
00001011110011	318
00001011110100	217
00001011110101	234
00001011110110	144
00001011110111	326
00001011111000	252
00001011111001	392
00001011111010	239
00001011111011	396
00001011111100	247
00001011111101	389
00001011111110	240
00001011111111	351
00001100000000	178
00001100000001	208
00001100000010	145
00001100000011	176
00001100000100	135
00001100000101	204
00001100000110	149
00001100000111	218
00001100001000	188
00001100001001	185
00001100001010	168
00001100001011	204
00001100001100	166
00001100001101	187
00001100001110	163
00001100001111	166
00001100010000	57
00001100010001	201
00001100010010	99
00001100010011	140
00001100010100	115
00001100010101	149
00001100010110	90
00001100010111	164
00001100011000	120
00001100011001	144
00001100011010	99
00001100011011	180
00001100011100	116
00001100011101	155
00001100011110	93
00001100011111	177
00001100100000	124
00001100100001	188
00001100100010	141
00001100100011	198
00001100100100	182
00001100100101	233
00001100100110	157
00001100100111	189
00001100101000	204
00001100101001	213
00001100101010	176
00001100101011	210
00001100101100	182
00001100101101	180
00001100101110	205
00001100101111	177
00001100110000	108
00001100110001	133
00001100110010	95
00001100110011	146
00001100110100	78
00001100110101	157
00001100110110	89
00001100110111	200
00001100111000	137
00001100111001	166
00001100111010	124
00001100111011	173
00001100111100	143
00001100111101	240
00001100111110	114
00001100111111	189
00001101000000	114
00001101000001	198
00001101000010	136
00001101000011	199
00001101000100	164
00001101000101	321
00001101000110	110
00001101000111	252
00001101001000	179
00001101001001	236
00001101001010	176
00001101001011	237
00001101001100	168
00001101001101	208
00001101001110	143
00001101001111	238
00001101010000	79
00001101010001	196
00001101010010	83
00001101010011	192
00001101010100	101
00001101010101	240
00001101010110	106
00001101010111	201
00001101011000	74
00001101011001	205
00001101011010	84
00001101011011	174
00001101011100	102
00001101011101	206
00001101011110	78
00001101011111	198
00001101100000	157
00001101100001	297
00001101100010	114
00001101100011	213
00001101100100	188
00001101100101	403
00001101100110	136
00001101100111	363
00001101101000	234
00001101101001	338
00001101101010	160
00001101101011	184
00001101101100	208
00001101101101	243
00001101101110	187
00001101101111	274
00001101110000	124
00001101110001	225
00001101110010	95
00001101110011	165
00001101110100	111
00001101110101	229
00001101110110	103
00001101110111	283
00001101111000	122
00001101111001	249
00001101111010	108
00001101111011	171
00001101111100	117
00001101111101	268
00001101111110	106
00001101111111	175
00001110000000	163
00001110000001	225
00001110000010	176
00001110000011	300
00001110000100	242
00001110000101	323
00001110000110	272
00001110000111	332
00001110001000	235
00001110001001	274
00001110001010	289
00001110001011	267
00001110001100	224
00001110001101	279
00001110001110	269
00001110001111	321
00001110010000	85
00001110010001	233
00001110010010	131
00001110010011	212
00001110010100	128
00001110010101	299
00001110010110	116
00001110010111	291
00001110011000	122
00001110011001	283
00001110011010	182
00001110011011	291
00001110011100	132
00001110011101	206
00001110011110	190
00001110011111	219
00001110100000	281
00001110100001	363
00001110100010	234
00001110100011	306
00001110100100	237
00001110100101	336
00001110100110	223
00001110100111	325
00001110101000	266
00001110101001	407
00001110101010	297
00001110101011	362
00001110101100	297
00001110101101	378
00001110101110	289
00001110101111	335
00001110110000	137
00001110110001	300
00001110110010	134
00001110110011	244
00001110110100	145
00001110110101	301
00001110110110	149
00001110110111	283
00001110111000	214
00001110111001	320
00001110111010	217
00001110111011	322
00001110111100	184
00001110111101	292
00001110111110	188
00001110111111	357
00001111000000	288
00001111000001	395
00001111000010	233
00001111000011	425
00001111000100	266
00001111000101	474
00001111000110	256
00001111000111	533
00001111001000	309
00001111001001	401
00001111001010	374
00001111001011	518
00001111001100	333
00001111001101	577
00001111001110	277
00001111001111	423
00001111010000	154
00001111010001	368
00001111010010	138
00001111010011	328
00001111010100	185
00001111010101	457
00001111010110	169
00001111010111	380
00001111011000	189
00001111011001	331
00001111011010	197
00001111011011	310
00001111011100	236
00001111011101	489
00001111011110	226
00001111011111	408
00001111100000	312
00001111100001	574
00001111100010	302
00001111100011	484
00001111100100	404
00001111100101	655
00001111100110	317
00001111100111	460
00001111101000	427
00001111101001	476
00001111101010	315
00001111101011	412
00001111101100	411
00001111101101	603
00001111101110	328
00001111101111	415
00001111110000	163
00001111110001	444
00001111110010	162
00001111110011	353
00001111110100	219
00001111110101	543
00001111110110	196
00001111110111	361
00001111111000	267
00001111111001	534
00001111111010	182
00001111111011	439
00001111111100	191
00001111111101	487
00001111111110	228
00001111111111	353
00010000000000	162
00010000000001	215
00010000000010	277
00010000000011	256
00010000000100	181
00010000000101	261
00010000000110	166
00010000000111	211
00010000001000	245
00010000001001	207
00010000001010	266
00010000001011	329
00010000001100	193
00010000001101	211
00010000001110	281
00010000001111	216
00010000010000	108
00010000010001	160
00010000010010	125
00010000010011	212
00010000010100	117
00010000010101	220
00010000010110	145
00010000010111	214
00010000011000	92
00010000011001	171
00010000011010	182
00010000011011	248
00010000011100	155
00010000011101	228
00010000011110	156
00010000011111	254
00010000100000	207
00010000100001	305
00010000100010	174
00010000100011	239
00010000100100	229
00010000100101	294
00010000100110	196
00010000100111	313
00010000101000	296
00010000101001	323
00010000101010	346
00010000101011	259
00010000101100	316
00010000101101	295
00010000101110	256
00010000101111	238
00010000110000	138
00010000110001	242
00010000110010	119
00010000110011	280
00010000110100	155
00010000110101	276
00010000110110	106
00010000110111	223
00010000111000	221
00010000111001	262
00010000111010	179
00010000111011	336
00010000111100	178
00010000111101	268
00010000111110	132
00010000111111	227
00010001000000	187
00010001000001	371
00010001000010	185
00010001000011	254
00010001000100	225
00010001000101	343
00010001000110	175
00010001000111	378
00010001001000	210
00010001001001	365
00010001001010	189
00010001001011	332
00010001001100	219
00010001001101	323
00010001001110	212
00010001001111	336
00010001010000	112
00010001010001	301
00010001010010	85
00010001010011	282
00010001010100	140
00010001010101	333
00010001010110	117
00010001010111	331
00010001011000	162
00010001011001	321
00010001011010	159
00010001011011	269
00010001011100	125
00010001011101	312
00010001011110	181
00010001011111	308
00010001100000	288
00010001100001	446
00010001100010	185
00010001100011	353
00010001100100	284
00010001100101	416
00010001100110	241
00010001100111	313
00010001101000	220
00010001101001	456
00010001101010	285
00010001101011	354
00010001101100	264
00010001101101	352
00010001101110	165
00010001101111	283
00010001110000	142
00010001110001	266
00010001110010	128
00010001110011	326
00010001110100	184
00010001110101	359
00010001110110	124
00010001110111	249
00010001111000	191
00010001111001	457
00010001111010	182
00010001111011	286
00010001111100	215
00010001111101	412
00010001111110	190
00010001111111	306
00010010000000	179
00010010000001	270
00010010000010	226
00010010000011	343
00010010000100	239
00010010000101	354
00010010000110	241
00010010000111	353
00010010001000	297
00010010001001	351
00010010001010	257
00010010001011	442
00010010001100	270
00010010001101	300
00010010001110	220
00010010001111	266
00010010010000	112
00010010010001	226
00010010010010	150
00010010010011	337
00010010010100	121
00010010010101	309
00010010010110	188
00010010010111	222
00010010011000	196
00010010011001	267
00010010011010	224
00010010011011	264
00010010011100	158
00010010011101	261
00010010011110	197
00010010011111	255
00010010100000	266
00010010100001	333
00010010100010	310
00010010100011	381
00010010100100	276
00010010100101	347
00010010100110	307
00010010100111	404
00010010101000	318
00010010101001	393
00010010101010	320
00010010101011	391
00010010101100	348
00010010101101	397
00010010101110	344
00010010101111	244
00010010110000	121
00010010110001	225
00010010110010	152
00010010110011	290
00010010110100	141
00010010110101	289
00010010110110	149
00010010110111	296
00010010111000	251
00010010111001	381
00010010111010	204
00010010111011	398
00010010111100	206
00010010111101	324
00010010111110	213
00010010111111	400
00010011000000	217
00010011000001	451
00010011000010	242
00010011000011	332
00010011000100	300
00010011000101	415
00010011000110	270
00010011000111	443
00010011001000	327
00010011001001	448
00010011001010	326
00010011001011	473
00010011001100	303
00010011001101	444
00010011001110	296
00010011001111	433
00010011010000	174
00010011010001	359
00010011010010	135
00010011010011	402
00010011010100	177
00010011010101	415
00010011010110	177
00010011010111	376
00010011011000	186
00010011011001	437
00010011011010	224
00010011011011	334
00010011011100	178
00010011011101	466
00010011011110	193
00010011011111	389
00010011100000	302
00010011100001	647
00010011100010	338
00010011100011	548
00010011100100	391
00010011100101	417
00010011100110	333
00010011100111	387
00010011101000	371
00010011101001	621
00010011101010	341
00010011101011	465
00010011101100	319
00010011101101	410
00010011101110	240
00010011101111	371
00010011110000	262
00010011110001	571
00010011110010	162
00010011110011	318
00010011110100	200
00010011110101	569
00010011110110	194
00010011110111	411
00010011111000	298
00010011111001	536
00010011111010	287
00010011111011	456
00010011111100	308
00010011111101	498
00010011111110	247
00010011111111	438
00010100000000	130
00010100000001	196
00010100000010	181
00010100000011	252
00010100000100	133
00010100000101	289
00010100000110	186
00010100000111	223
00010100001000	230
00010100001001	209
00010100001010	191
00010100001011	188
00010100001100	181
00010100001101	156
00010100001110	164
00010100001111	227
00010100010000	92
00010100010001	280
00010100010010	92
00010100010011	144
00010100010100	73
00010100010101	181
00010100010110	79
00010100010111	158
00010100011000	128
00010100011001	175
00010100011010	121
00010100011011	242
00010100011100	127
00010100011101	163
00010100011110	147
00010100011111	213
00010100100000	223
00010100100001	277
00010100100010	174
00010100100011	218
00010100100100	205
00010100100101	246
00010100100110	187
00010100100111	261
00010100101000	252
00010100101001	218
00010100101010	240
00010100101011	269
00010100101100	199
00010100101101	170
00010100101110	183
00010100101111	184
00010100110000	113
00010100110001	162
00010100110010	106
00010100110011	230
00010100110100	109
00010100110101	207
00010100110110	130
00010100110111	184
00010100111000	151
00010100111001	224
00010100111010	157
00010100111011	147
00010100111100	192
00010100111101	253
00010100111110	107
00010100111111	171
00010101000000	137
00010101000001	256
00010101000010	164
00010101000011	298
00010101000100	225
00010101000101	351
00010101000110	124
00010101000111	248
00010101001000	185
00010101001001	215
00010101001010	137
00010101001011	223
00010101001100	162
00010101001101	368
00010101001110	110
00010101001111	178
00010101010000	102
00010101010001	247
00010101010010	123
00010101010011	259
00010101010100	127
00010101010101	252
00010101010110	92
00010101010111	221
00010101011000	127
00010101011001	233
00010101011010	130
00010101011011	272
00010101011100	176
00010101011101	227
00010101011110	187
00010101011111	288
00010101100000	176
00010101100001	427
00010101100010	178
00010101100011	272
00010101100100	241
00010101100101	386
00010101100110	182
00010101100111	357
00010101101000	252
00010101101001	396
00010101101010	197
00010101101011	252
00010101101100	280
00010101101101	345
00010101101110	192
00010101101111	230
00010101110000	119
00010101110001	307
00010101110010	110
00010101110011	264
00010101110100	141
00010101110101	364
00010101110110	131
00010101110111	327
00010101111000	157
00010101111001	347
00010101111010	134
00010101111011	274
00010101111100	165
00010101111101	393
00010101111110	137
00010101111111	249
00010110000000	221
00010110000001	362
00010110000010	280
00010110000011	312
00010110000100	271
00010110000101	291
00010110000110	268
00010110000111	380
00010110001000	311
00010110001001	322
00010110001010	376
00010110001011	353
00010110001100	296
00010110001101	318
00010110001110	272
00010110001111	390
00010110010000	170
00010110010001	288
00010110010010	145
00010110010011	366
00010110010100	161
00010110010101	291
00010110010110	149
00010110010111	291
00010110011000	191
00010110011001	322
00010110011010	186
00010110011011	435
00010110011100	221
00010110011101	263
00010110011110	180
00010110011111	307
00010110100000	344
00010110100001	468
00010110100010	243
00010110100011	462
00010110100100	398
00010110100101	476
00010110100110	261
00010110100111	320
00010110101000	387
00010110101001	415
00010110101010	355
00010110101011	365
00010110101100	303
00010110101101	346
00010110101110	324
00010110101111	370
00010110110000	142
00010110110001	356
00010110110010	223
00010110110011	334
00010110110100	185
00010110110101	326
00010110110110	144
00010110110111	284
00010110111000	285
00010110111001	445
00010110111010	237
00010110111011	397
00010110111100	257
00010110111101	276
00010110111110	233
00010110111111	302
00010111000000	368
00010111000001	517
00010111000010	331
00010111000011	511
00010111000100	378
00010111000101	547
00010111000110	333
00010111000111	574
00010111001000	336
00010111001001	606
00010111001010	364
00010111001011	538
00010111001100	360
00010111001101	676
00010111001110	267
00010111001111	401
00010111010000	189
00010111010001	354
00010111010010	164
00010111010011	435
00010111010100	181
00010111010101	389
00010111010110	228
00010111010111	402
00010111011000	259
00010111011001	461
00010111011010	262
00010111011011	517
00010111011100	326
00010111011101	429
00010111011110	168
00010111011111	442
00010111100000	377
00010111100001	717
00010111100010	364
00010111100011	518
00010111100100	412
00010111100101	706
00010111100110	322
00010111100111	565
00010111101000	532
00010111101001	659
00010111101010	382
00010111101011	497
00010111101100	514
00010111101101	605
00010111101110	382
00010111101111	457
00010111110000	229
00010111110001	539
00010111110010	180
00010111110011	512
00010111110100	315
00010111110101	571
00010111110110	247
00010111110111	526
00010111111000	268
00010111111001	716
00010111111010	263
00010111111011	545
00010111111100	376
00010111111101	565
00010111111110	303
00010111111111	348
00011000000000	151
00011000000001	256
00011000000010	157
00011000000011	149
00011000000100	153
00011000000101	195
00011000000110	160
00011000000111	172
00011000001000	169
00011000001001	187
00011000001010	180
00011000001011	189
00011000001100	172
00011000001101	201
00011000001110	140
00011000001111	139
00011000010000	87
00011000010001	129
00011000010010	59
00011000010011	193
00011000010100	63
00011000010101	148
00011000010110	80
00011000010111	130
00011000011000	95
00011000011001	191
00011000011010	179
00011000011011	211
00011000011100	83
00011000011101	117
00011000011110	117
00011000011111	111
00011000100000	164
00011000100001	193
00011000100010	166
00011000100011	178
00011000100100	169
00011000100101	233
00011000100110	130
00011000100111	183
00011000101000	242
00011000101001	232
00011000101010	196
00011000101011	161
00011000101100	247
00011000101101	245
00011000101110	164
00011000101111	158
00011000110000	92
00011000110001	209
00011000110010	90
00011000110011	164
00011000110100	79
00011000110101	191
00011000110110	97
00011000110111	200
00011000111000	110
00011000111001	215
00011000111010	119
00011000111011	232
00011000111100	119
00011000111101	193
00011000111110	121
00011000111111	157
00011001000000	158
00011001000001	316
00011001000010	134
00011001000011	188
00011001000100	138
00011001000101	310
00011001000110	169
00011001000111	267
00011001001000	173
00011001001001	262
00011001001010	215
00011001001011	210
00011001001100	151
00011001001101	246
00011001001110	183
00011001001111	213
00011001010000	71
00011001010001	235
00011001010010	93
00011001010011	177
00011001010100	119
00011001010101	245
00011001010110	87
00011001010111	184
00011001011000	131
00011001011001	281
00011001011010	112
00011001011011	216
00011001011100	109
00011001011101	245
00011001011110	102
00011001011111	157
00011001100000	184
00011001100001	328
00011001100010	155
00011001100011	255
00011001100100	217
00011001100101	446
00011001100110	182
00011001100111	259
00011001101000	266
00011001101001	251
00011001101010	146
00011001101011	322
00011001101100	214
00011001101101	280
00011001101110	122
00011001101111	150
00011001110000	114
00011001110001	236
00011001110010	127
00011001110011	208
00011001110100	139
00011001110101	344
00011001110110	106
00011001110111	279
00011001111000	135
00011001111001	271
00011001111010	128
00011001111011	241
00011001111100	121
00011001111101	208
00011001111110	116
00011001111111	187
00011010000000	177
00011010000001	290
00011010000010	157
00011010000011	260
00011010000100	177
00011010000101	156
00011010000110	216
00011010000111	274
00011010001000	224
00011010001001	265
00011010001010	251
00011010001011	241
00011010001100	149
00011010001101	230
00011010001110	215
00011010001111	208
00011010010000	92
00011010010001	198
00011010010010	82
00011010010011	217
00011010010100	105
00011010010101	189
00011010010110	94
00011010010111	232
00011010011000	140
00011010011001	292
00011010011010	140
00011010011011	255
00011010011100	106
00011010011101	282
00011010011110	167
00011010011111	205
00011010100000	189
00011010100001	315
00011010100010	186
00011010100011	324
00011010100100	188
00011010100101	346
00011010100110	225
00011010100111	240
00011010101000	264
00011010101001	371
00011010101010	204
00011010101011	282
00011010101100	269
00011010101101	237
00011010101110	197
00011010101111	200
00011010110000	107
00011010110001	227
00011010110010	106
00011010110011	208
00011010110100	109
00011010110101	276
00011010110110	119
00011010110111	182
00011010111000	189
00011010111001	208
00011010111010	135
00011010111011	260
00011010111100	143
00011010111101	222
00011010111110	136
00011010111111	260
00011011000000	215
00011011000001	343
00011011000010	172
00011011000011	368
00011011000100	218
00011011000101	322
00011011000110	221
00011011000111	367
00011011001000	361
00011011001001	420
00011011001010	288
00011011001011	331
00011011001100	290
00011011001101	270
00011011001110	209
00011011001111	334
00011011010000	122
00011011010001	304
00011011010010	120
00011011010011	314
00011011010100	160
