 	count
00000100001101	132
00000100001110	150
00000100001111	134
00000100010000	58
00000100010001	102
00000100010010	78
00000100010011	97
00000100010100	85
00000100010101	125
00000100010110	78
00000100010111	99
00000100011000	105
00000100011001	142
00000100011010	114
00000100011011	141
00000100011100	68
00000100011101	141
00000100011110	93
00000100011111	138
00000100100000	167
00000100100001	295
00000100100010	148
00000100100011	213
00000100100100	148
00000100100101	200
00000100100110	114
00000100100111	268
00000100101000	225
00000100101001	244
00000100101010	223
00000100101011	216
00000100101100	198
00000100101101	153
00000100101110	186
00000100101111	207
00000100110000	75
00000100110001	153
00000100110010	78
00000100110011	147
00000100110100	79
00000100110101	168
00000100110110	72
00000100110111	143
00000100111000	158
00000100111001	213
00000100111010	87
00000100111011	157
00000100111100	86
00000100111101	183
00000100111110	112
00000100111111	235
00000101000000	119
00000101000001	280
00000101000010	135
00000101000011	273
00000101000100	161
00000101000101	310
00000101000110	108
00000101000111	220
00000101001000	195
00000101001001	210
00000101001010	114
00000101001011	198
00000101001100	119
00000101001101	201
00000101001110	152
00000101001111	256
00000101010000	68
00000101010001	150
00000101010010	49
00000101010011	143
00000101010100	78
00000101010101	221
00000101010110	67
00000101010111	173
00000101011000	96
00000101011001	298
00000101011010	86
00000101011011	217
00000101011100	131
00000101011101	172
00000101011110	136
00000101011111	243
00000101100000	119
00000101100001	299
00000101100010	115
00000101100011	250
00000101100100	207
00000101100101	318
00000101100110	179
00000101100111	208
00000101101000	212
00000101101001	280
00000101101010	138
00000101101011	231
00000101101100	213
00000101101101	348
00000101101110	172
00000101101111	291
00000101110000	81
00000101110001	254
00000101110010	81
00000101110011	249
00000101110100	104
00000101110101	218
00000101110110	90
00000101110111	186
00000101111000	116
00000101111001	259
00000101111010	123
00000101111011	262
00000101111100	126
00000101111101	239
00000101111110	136
00000101111111	211
00000110000000	215
00000110000001	204
00000110000010	182
00000110000011	312
00000110000100	188
00000110000101	269
00000110000110	193
00000110000111	286
00000110001000	250
00000110001001	243
00000110001010	233
00000110001011	210
00000110001100	192
00000110001101	262
00000110001110	207
00000110001111	301
00000110010000	90
00000110010001	142
00000110010010	99
00000110010011	271
00000110010100	102
00000110010101	203
00000110010110	126
00000110010111	211
00000110011000	140
00000110011001	220
00000110011010	140
00000110011011	206
00000110011100	133
00000110011101	201
00000110011110	130
00000110011111	222
00000110100000	211
00000110100001	340
00000110100010	187
00000110100011	299
00000110100100	213
00000110100101	296
00000110100110	236
00000110100111	309
00000110101000	263
00000110101001	270
00000110101010	299
00000110101011	311
00000110101100	250
00000110101101	202
00000110101110	179
00000110101111	293
00000110110000	114
00000110110001	229
00000110110010	90
00000110110011	307
00000110110100	141
00000110110101	293
00000110110110	109
00000110110111	219
00000110111000	147
00000110111001	303
00000110111010	142
00000110111011	295
00000110111100	128
00000110111101	192
00000110111110	148
00000110111111	213
00000111000000	262
00000111000001	335
00000111000010	224
00000111000011	373
00000111000100	299
00000111000101	421
00000111000110	171
00000111000111	538
00000111001000	285
00000111001001	426
00000111001010	359
00000111001011	447
00000111001100	343
00000111001101	401
00000111001110	304
00000111001111	404
00000111010000	155
00000111010001	425
00000111010010	148
00000111010011	250
00000111010100	118
00000111010101	367
00000111010110	138
00000111010111	355
00000111011000	215
00000111011001	349
00000111011010	175
00000111011011	372
00000111011100	236
00000111011101	384
00000111011110	202
00000111011111	375
00000111100000	310
00000111100001	471
00000111100010	249
00000111100011	299
00000111100100	347
00000111100101	677
00000111100110	311
00000111100111	441
00000111101000	385
00000111101001	389
00000111101010	364
00000111101011	394
00000111101100	315
00000111101101	579
00000111101110	292
00000111101111	312
00000111110000	165
00000111110001	495
00000111110010	121
00000111110011	329
00000111110100	169
00000111110101	385
00000111110110	166
00000111110111	269
00000111111000	280
00000111111001	428
00000111111010	207
00000111111011	344
00000111111100	245
00000111111101	490
00000111111110	173
00000111111111	333
00001000000000	211
00001000000001	358
00001000000010	239
00001000000011	342
00001000000100	238
00001000000101	253
00001000000110	192
00001000000111	337
00001000001000	296
00001000001001	379
00001000001010	251
00001000001011	359
00001000001100	277
00001000001101	299
00001000001110	241
00001000001111	289
00001000010000	100
00001000010001	236
00001000010010	117
00001000010011	233
00001000010100	95
00001000010101	195
00001000010110	129
00001000010111	243
00001000011000	174
00001000011001	301
00001000011010	189
00001000011011	246
00001000011100	151
00001000011101	277
00001000011110	169
00001000011111	233
00001000100000	251
00001000100001	348
00001000100010	274
00001000100011	361
00001000100100	251
00001000100101	275
00001000100110	231
00001000100111	426
00001000101000	312
00001000101001	407
00001000101010	340
00001000101011	387
00001000101100	304
00001000101101	290
00001000101110	310
00001000101111	311
00001000110000	167
00001000110001	330
00001000110010	126
00001000110011	274
00001000110100	146
00001000110101	238
00001000110110	140
00001000110111	217
00001000111000	182
00001000111001	316
00001000111010	181
00001000111011	364
00001000111100	177
00001000111101	250
00001000111110	180
00001000111111	360
00001001000000	128
00001001000001	380
00001001000010	183
00001001000011	415
00001001000100	237
00001001000101	379
00001001000110	177
00001001000111	381
00001001001000	216
00001001001001	439
00001001001010	259
00001001001011	350
00001001001100	274
00001001001101	481
00001001001110	266
00001001001111	386
00001001010000	97
00001001010001	232
00001001010010	102
00001001010011	299
00001001010100	133
00001001010101	484
00001001010110	103
00001001010111	305
00001001011000	138
00001001011001	348
00001001011010	110
00001001011011	264
00001001011100	180
00001001011101	463
00001001011110	173
00001001011111	283
00001001100000	278
00001001100001	444
00001001100010	240
00001001100011	502
00001001100100	274
00001001100101	586
00001001100110	227
00001001100111	448
00001001101000	349
00001001101001	454
00001001101010	261
00001001101011	429
00001001101100	365
00001001101101	538
00001001101110	245
00001001101111	397
00001001110000	168
00001001110001	385
00001001110010	83
00001001110011	356
00001001110100	151
00001001110101	372
00001001110110	164
00001001110111	342
00001001111000	216
00001001111001	475
00001001111010	170
00001001111011	334
00001001111100	260
00001001111101	586
00001001111110	189
00001001111111	291
00001010000000	228
00001010000001	335
00001010000010	238
00001010000011	405
00001010000100	239
00001010000101	396
00001010000110	357
00001010000111	432
00001010001000	251
00001010001001	439
00001010001010	336
00001010001011	357
00001010001100	283
00001010001101	416
00001010001110	304
00001010001111	337
00001010010000	125
00001010010001	245
00001010010010	163
00001010010011	295
00001010010100	111
00001010010101	243
00001010010110	151
00001010010111	347
00001010011000	161
00001010011001	322
00001010011010	183
00001010011011	352
00001010011100	159
00001010011101	274
00001010011110	219
00001010011111	333
00001010100000	305
00001010100001	507
00001010100010	251
00001010100011	445
00001010100100	310
00001010100101	468
00001010100110	313
00001010100111	486
00001010101000	323
00001010101001	454
00001010101010	419
00001010101011	414
00001010101100	366
00001010101101	512
00001010101110	287
00001010101111	596
00001010110000	177
00001010110001	406
00001010110010	121
00001010110011	336
00001010110100	189
00001010110101	369
00001010110110	145
00001010110111	313
00001010111000	286
00001010111001	429
00001010111010	196
00001010111011	470
00001010111100	263
00001010111101	322
00001010111110	158
00001010111111	384
00001011000000	309
00001011000001	555
00001011000010	341
00001011000011	566
00001011000100	274
00001011000101	498
00001011000110	364
00001011000111	614
00001011001000	326
00001011001001	541
00001011001010	385
00001011001011	524
00001011001100	362
00001011001101	553
00001011001110	402
00001011001111	460
00001011010000	139
00001011010001	463
00001011010010	181
00001011010011	502
00001011010100	201
00001011010101	365
00001011010110	231
00001011010111	411
00001011011000	247
00001011011001	490
00001011011010	219
00001011011011	396
00001011011100	251
00001011011101	516
00001011011110	297
00001011011111	538
00001011100000	397
00001011100001	733
00001011100010	343
00001011100011	621
00001011100100	466
00001011100101	779
00001011100110	324
00001011100111	631
00001011101000	583
00001011101001	825
00001011101010	440
00001011101011	563
00001011101100	525
00001011101101	617
00001011101110	437
00001011101111	624
00001011110000	235
00001011110001	565
00001011110010	180
00001011110011	432
00001011110100	238
00001011110101	389
00001011110110	172
00001011110111	454
00001011111000	316
00001011111001	463
00001011111010	241
00001011111011	505
00001011111100	326
00001011111101	466
00001011111110	298
00001011111111	452
00001100000000	227
00001100000001	279
00001100000010	202
00001100000011	280
00001100000100	203
00001100000101	193
00001100000110	195
00001100000111	294
00001100001000	203
00001100001001	269
00001100001010	240
00001100001011	279
00001100001100	210
00001100001101	215
00001100001110	263
00001100001111	202
00001100010000	78
00001100010001	205
00001100010010	99
00001100010011	187
00001100010100	93
00001100010101	170
00001100010110	96
00001100010111	225
00001100011000	148
00001100011001	179
00001100011010	134
00001100011011	225
00001100011100	140
00001100011101	213
00001100011110	173
00001100011111	216
00001100100000	198
00001100100001	378
00001100100010	186
00001100100011	345
00001100100100	223
00001100100101	355
00001100100110	221
00001100100111	302
00001100101000	268
00001100101001	328
00001100101010	256
00001100101011	288
00001100101100	249
00001100101101	302
00001100101110	231
00001100101111	258
00001100110000	148
00001100110001	209
00001100110010	121
00001100110011	216
00001100110100	98
00001100110101	204
00001100110110	92
00001100110111	269
00001100111000	154
00001100111001	246
00001100111010	159
00001100111011	200
00001100111100	176
00001100111101	305
00001100111110	161
00001100111111	256
00001101000000	196
00001101000001	322
00001101000010	147
00001101000011	257
00001101000100	203
00001101000101	385
00001101000110	138
00001101000111	299
00001101001000	218
00001101001001	360
00001101001010	206
00001101001011	312
00001101001100	203
00001101001101	273
00001101001110	208
00001101001111	317
00001101010000	88
00001101010001	234
00001101010010	75
00001101010011	255
00001101010100	79
00001101010101	293
00001101010110	113
00001101010111	255
00001101011000	118
00001101011001	296
00001101011010	115
00001101011011	303
00001101011100	130
00001101011101	255
00001101011110	92
00001101011111	242
00001101100000	182
00001101100001	380
00001101100010	172
00001101100011	352
00001101100100	241
00001101100101	560
00001101100110	187
00001101100111	425
00001101101000	360
00001101101001	512
00001101101010	239
00001101101011	303
00001101101100	238
00001101101101	394
00001101101110	225
00001101101111	391
00001101110000	126
00001101110001	292
00001101110010	82
00001101110011	233
00001101110100	135
00001101110101	280
00001101110110	107
00001101110111	400
00001101111000	164
00001101111001	388
00001101111010	137
00001101111011	253
00001101111100	142
00001101111101	368
00001101111110	143
00001101111111	302
00001110000000	197
00001110000001	314
00001110000010	262
00001110000011	446
00001110000100	284
00001110000101	477
00001110000110	314
00001110000111	411
00001110001000	279
00001110001001	423
00001110001010	327
00001110001011	334
00001110001100	280
00001110001101	448
00001110001110	369
00001110001111	383
00001110010000	138
00001110010001	291
00001110010010	167
00001110010011	294
00001110010100	145
00001110010101	360
00001110010110	126
00001110010111	333
00001110011000	180
00001110011001	338
00001110011010	184
00001110011011	346
00001110011100	167
00001110011101	272
00001110011110	184
00001110011111	231
00001110100000	352
00001110100001	544
00001110100010	215
00001110100011	470
00001110100100	344
00001110100101	428
00001110100110	363
00001110100111	466
00001110101000	420
00001110101001	583
00001110101010	402
00001110101011	476
00001110101100	416
00001110101101	537
00001110101110	386
00001110101111	433
00001110110000	147
00001110110001	413
00001110110010	185
00001110110011	309
00001110110100	170
00001110110101	330
00001110110110	172
00001110110111	351
00001110111000	231
00001110111001	484
00001110111010	229
00001110111011	489
00001110111100	197
00001110111101	392
00001110111110	246
00001110111111	454
00001111000000	360
00001111000001	573
00001111000010	293
00001111000011	672
00001111000100	313
00001111000101	653
00001111000110	333
00001111000111	637
00001111001000	423
00001111001001	537
00001111001010	423
00001111001011	717
00001111001100	439
00001111001101	747
00001111001110	372
00001111001111	579
00001111010000	168
00001111010001	504
00001111010010	185
00001111010011	419
00001111010100	233
00001111010101	636
00001111010110	210
00001111010111	505
00001111011000	231
00001111011001	461
00001111011010	256
00001111011011	467
00001111011100	282
00001111011101	561
00001111011110	288
00001111011111	538
00001111100000	468
00001111100001	851
00001111100010	360
00001111100011	601
00001111100100	554
00001111100101	841
00001111100110	431
00001111100111	663
00001111101000	417
00001111101001	678
00001111101010	381
00001111101011	533
00001111101100	532
00001111101101	801
00001111101110	475
00001111101111	607
00001111110000	187
00001111110001	607
00001111110010	208
00001111110011	500
00001111110100	303
00001111110101	764
00001111110110	232
00001111110111	521
00001111111000	332
00001111111001	646
00001111111010	225
00001111111011	595
00001111111100	267
00001111111101	684
00001111111110	253
00001111111111	418
00010000000000	212
00010000000001	318
00010000000010	275
00010000000011	418
00010000000100	266
00010000000101	343
00010000000110	242
00010000000111	327
00010000001000	297
00010000001001	279
00010000001010	305
00010000001011	440
00010000001100	269
00010000001101	265
00010000001110	303
00010000001111	322
00010000010000	133
00010000010001	250
00010000010010	158
00010000010011	308
00010000010100	132
00010000010101	283
00010000010110	113
00010000010111	234
00010000011000	158
00010000011001	268
00010000011010	223
00010000011011	314
00010000011100	169
00010000011101	305
00010000011110	172
00010000011111	274
00010000100000	248
00010000100001	370
00010000100010	301
00010000100011	376
00010000100100	278
00010000100101	398
00010000100110	249
00010000100111	387
00010000101000	333
00010000101001	447
00010000101010	414
00010000101011	340
00010000101100	412
00010000101101	484
00010000101110	313
00010000101111	364
00010000110000	147
00010000110001	259
00010000110010	131
00010000110011	260
00010000110100	169
00010000110101	310
00010000110110	108
00010000110111	248
00010000111000	227
00010000111001	267
00010000111010	207
00010000111011	431
00010000111100	266
00010000111101	325
00010000111110	182
00010000111111	401
00010001000000	234
00010001000001	436
00010001000010	229
00010001000011	357
00010001000100	297
00010001000101	552
00010001000110	314
00010001000111	448
00010001001000	285
00010001001001	496
00010001001010	266
00010001001011	437
00010001001100	332
00010001001101	381
00010001001110	236
00010001001111	427
00010001010000	132
00010001010001	403
00010001010010	104
00010001010011	373
00010001010100	193
00010001010101	410
00010001010110	102
00010001010111	380
00010001011000	223
00010001011001	361
00010001011010	187
00010001011011	368
00010001011100	228
00010001011101	371
00010001011110	211
00010001011111	469
00010001100000	360
00010001100001	605
00010001100010	251
00010001100011	478
00010001100100	400
00010001100101	545
00010001100110	272
00010001100111	464
00010001101000	305
00010001101001	685
00010001101010	330
00010001101011	492
00010001101100	335
00010001101101	520
00010001101110	230
00010001101111	453
00010001110000	179
00010001110001	405
00010001110010	127
00010001110011	404
00010001110100	201
00010001110101	497
00010001110110	107
00010001110111	381
00010001111000	246
00010001111001	567
00010001111010	265
00010001111011	415
00010001111100	277
00010001111101	497
00010001111110	263
00010001111111	358
00010010000000	189
00010010000001	360
00010010000010	339
00010010000011	493
00010010000100	281
00010010000101	506
00010010000110	315
00010010000111	536
00010010001000	352
00010010001001	505
00010010001010	348
00010010001011	619
00010010001100	369
00010010001101	430
00010010001110	360
00010010001111	431
00010010010000	127
00010010010001	251
00010010010010	171
00010010010011	376
00010010010100	161
00010010010101	418
00010010010110	173
00010010010111	312
00010010011000	225
00010010011001	371
00010010011010	295
00010010011011	346
00010010011100	202
00010010011101	309
00010010011110	202
00010010011111	329
00010010100000	339
00010010100001	527
00010010100010	366
00010010100011	484
00010010100100	337
00010010100101	527
00010010100110	353
00010010100111	489
00010010101000	451
00010010101001	522
00010010101010	364
00010010101011	618
00010010101100	404
00010010101101	501
00010010101110	404
00010010101111	406
00010010110000	156
00010010110001	347
00010010110010	171
00010010110011	381
00010010110100	216
00010010110101	342
00010010110110	151
00010010110111	335
00010010111000	315
00010010111001	454
00010010111010	256
00010010111011	494
00010010111100	259
00010010111101	358
00010010111110	231
00010010111111	414
00010011000000	298
00010011000001	555
00010011000010	339
00010011000011	510
00010011000100	391
00010011000101	552
00010011000110	371
00010011000111	589
00010011001000	421
00010011001001	568
00010011001010	431
00010011001011	622
00010011001100	375
00010011001101	608
00010011001110	402
00010011001111	517
00010011010000	253
00010011010001	445
00010011010010	140
00010011010011	460
00010011010100	220
00010011010101	541
00010011010110	242
00010011010111	532
00010011011000	220
00010011011001	551
00010011011010	317
00010011011011	487
00010011011100	248
00010011011101	611
00010011011110	241
00010011011111	526
00010011100000	366
00010011100001	904
00010011100010	407
00010011100011	707
00010011100100	522
00010011100101	592
00010011100110	458
00010011100111	536
00010011101000	574
00010011101001	848
00010011101010	428
00010011101011	647
00010011101100	387
00010011101101	674
00010011101110	338
00010011101111	508
00010011110000	275
00010011110001	761
00010011110010	202
00010011110011	414
00010011110100	283
00010011110101	746
00010011110110	232
00010011110111	594
00010011111000	309
00010011111001	826
00010011111010	332
00010011111011	597
00010011111100	409
00010011111101	638
00010011111110	295
00010011111111	654
00010100000000	214
00010100000001	217
00010100000010	216
00010100000011	336
00010100000100	194
00010100000101	394
00010100000110	259
00010100000111	258
00010100001000	283
00010100001001	332
00010100001010	270
00010100001011	258
00010100001100	206
00010100001101	279
00010100001110	277
00010100001111	327
00010100010000	114
00010100010001	304
00010100010010	164
00010100010011	192
00010100010100	101
00010100010101	250
00010100010110	136
00010100010111	244
00010100011000	168
00010100011001	211
00010100011010	175
00010100011011	362
00010100011100	156
00010100011101	261
00010100011110	160
00010100011111	332
00010100100000	243
00010100100001	354
00010100100010	184
00010100100011	355
00010100100100	271
00010100100101	434
00010100100110	263
00010100100111	427
00010100101000	261
00010100101001	342
00010100101010	317
00010100101011	320
00010100101100	296
00010100101101	285
00010100101110	243
00010100101111	293
00010100110000	115
00010100110001	211
00010100110010	126
00010100110011	227
00010100110100	177
00010100110101	345
00010100110110	134
00010100110111	246
00010100111000	181
00010100111001	282
00010100111010	237
00010100111011	267
00010100111100	247
00010100111101	367
00010100111110	134
00010100111111	242
00010101000000	182
00010101000001	385
00010101000010	190
00010101000011	444
00010101000100	289
00010101000101	438
00010101000110	153
00010101000111	347
00010101001000	244
00010101001001	254
00010101001010	225
00010101001011	293
00010101001100	253
00010101001101	473
00010101001110	196
00010101001111	237
00010101010000	132
00010101010001	419
00010101010010	108
00010101010011	299
00010101010100	130
00010101010101	315
00010101010110	127
00010101010111	244
00010101011000	125
00010101011001	312
00010101011010	146
00010101011011	381
00010101011100	194
00010101011101	364
00010101011110	202
00010101011111	338
00010101100000	259
00010101100001	600
00010101100010	175
00010101100011	349
00010101100100	299
00010101100101	576
00010101100110	285
00010101100111	464
00010101101000	330
00010101101001	441
00010101101010	267
00010101101011	317
00010101101100	304
00010101101101	432
00010101101110	234
00010101101111	342
00010101110000	119
00010101110001	387
00010101110010	145
00010101110011	351
00010101110100	178
00010101110101	378
00010101110110	142
00010101110111	339
00010101111000	196
00010101111001	525
00010101111010	205
00010101111011	361
00010101111100	256
00010101111101	546
00010101111110	198
00010101111111	392
00010110000000	377
00010110000001	472
00010110000010	341
00010110000011	403
00010110000100	358
00010110000101	423
00010110000110	433
00010110000111	472
00010110001000	430
00010110001001	485
00010110001010	442
00010110001011	491
00010110001100	477
00010110001101	477
00010110001110	402
00010110001111	502
00010110010000	166
00010110010001	372
00010110010010	170
00010110010011	408
00010110010100	228
00010110010101	393
00010110010110	195
00010110010111	359
00010110011000	246
00010110011001	430
00010110011010	244
00010110011011	572
00010110011100	289
00010110011101	382
00010110011110	235
00010110011111	442
00010110100000	414
00010110100001	725
00010110100010	316
00010110100011	630
00010110100100	476
00010110100101	681
00010110100110	328
00010110100111	431
00010110101000	480
00010110101001	599
00010110101010	425
00010110101011	551
00010110101100	452
00010110101101	495
00010110101110	439
00010110101111	514
00010110110000	152
00010110110001	449
00010110110010	209
00010110110011	375
00010110110100	262
00010110110101	474
00010110110110	216
00010110110111	378
00010110111000	336
00010110111001	690
00010110111010	304
00010110111011	586
00010110111100	340
00010110111101	432
00010110111110	286
00010110111111	436
00010111000000	492
00010111000001	734
00010111000010	399
00010111000011	765
00010111000100	457
00010111000101	672
00010111000110	500
00010111000111	727
00010111001000	509
00010111001001	851
00010111001010	420
00010111001011	732
00010111001100	482
00010111001101	931
00010111001110	327
00010111001111	663
00010111010000	216
00010111010001	446
00010111010010	229
00010111010011	607
00010111010100	277
00010111010101	550
00010111010110	300
00010111010111	476
00010111011000	351
00010111011001	667
00010111011010	278
00010111011011	694
00010111011100	400
00010111011101	503
00010111011110	259
00010111011111	607
00010111100000	512
00010111100001	1061
00010111100010	490
00010111100011	760
00010111100100	627
00010111100101	935
00010111100110	406
00010111100111	658
00010111101000	663
00010111101001	891
00010111101010	569
00010111101011	749
00010111101100	644
00010111101101	852
00010111101110	517
00010111101111	536
00010111110000	300
00010111110001	673
00010111110010	240
00010111110011	591
00010111110100	337
00010111110101	783
00010111110110	228
00010111110111	668
00010111111000	301
00010111111001	925
00010111111010	364
00010111111011	782
00010111111100	451
00010111111101	743
00010111111110	452
00010111111111	529
00011000000000	216
00011000000001	265
00011000000010	138
00011000000011	191
00011000000100	187
00011000000101	274
00011000000110	205
00011000000111	231
00011000001000	237
00011000001001	235
00011000001010	197
00011000001011	234
00011000001100	225
00011000001101	320
00011000001110	156
00011000001111	242
00011000010000	101
00011000010001	174
00011000010010	55
00011000010011	233
00011000010100	85
00011000010101	199
00011000010110	110
00011000010111	230
00011000011000	162
00011000011001	230
00011000011010	202
00011000011011	234
00011000011100	130
00011000011101	160
00011000011110	161
00011000011111	191
00011000100000	267
00011000100001	302
00011000100010	231
00011000100011	204
00011000100100	216
00011000100101	325
00011000100110	201
00011000100111	224
00011000101000	328
00011000101001	330
00011000101010	290
00011000101011	233
00011000101100	233
00011000101101	341
00011000101110	206
00011000101111	240
00011000110000	99
00011000110001	236
00011000110010	88
00011000110011	285
00011000110100	105
00011000110101	193
00011000110110	105
00011000110111	226
00011000111000	167
00011000111001	264
00011000111010	207
00011000111011	258
00011000111100	157
00011000111101	227
00011000111110	150
00011000111111	207
00011001000000	217
00011001000001	439
00011001000010	168
00011001000011	282
00011001000100	256
00011001000101	394
00011001000110	204
00011001000111	349
00011001001000	256
00011001001001	374
00011001001010	203
00011001001011	321
00011001001100	204
00011001001101	328
00011001001110	207
00011001001111	306
00011001010000	79
00011001010001	252
00011001010010	141
00011001010011	203
00011001010100	99
00011001010101	310
00011001010110	135
00011001010111	323
00011001011000	174
00011001011001	351
00011001011010	151
00011001011011	278
00011001011100	127
00011001011101	291
00011001011110	125
00011001011111	243
00011001100000	255
00011001100001	421
00011001100010	205
00011001100011	302
00011001100100	287
00011001100101	575
00011001100110	214
00011001100111	398
00011001101000	321
00011001101001	407
00011001101010	198
00011001101011	416
00011001101100	287
00011001101101	422
00011001101110	166
00011001101111	228
00011001110000	119
00011001110001	283
00011001110010	109
00011001110011	273
00011001110100	135
00011001110101	419
00011001110110	86
00011001110111	342
00011001111000	232
00011001111001	425
00011001111010	137
00011001111011	315
00011001111100	154
00011001111101	307
00011001111110	176
00011001111111	304
00011010000000	172
00011010000001	402
00011010000010	215
00011010000011	385
00011010000100	241
00011010000101	237
00011010000110	253
00011010000111	374
00011010001000	239
00011010001001	418
00011010001010	338
00011010001011	297
00011010001100	235
00011010001101	310
00011010001110	267
00011010001111	279
00011010010000	110
00011010010001	230
00011010010010	130
00011010010011	259
00011010010100	133
00011010010101	251
00011010010110	121
00011010010111	342
00011010011000	139
00011010011001	422
00011010011010	168
00011010011011	327
00011010011100	134
00011010011101	357
00011010011110	154
00011010011111	308
00011010100000	274
00011010100001	472
00011010100010	248
00011010100011	492
00011010100100	242
00011010100101	470
00011010100110	261
00011010100111	377
00011010101000	309
00011010101001	434
00011010101010	281
00011010101011	445
00011010101100	355
00011010101101	381
00011010101110	218
00011010101111	302
00011010110000	149
00011010110001	355
00011010110010	109
00011010110011	233
00011010110100	106
00011010110101	343
00011010110110	122
00011010110111	247
00011010111000	224
00011010111001	353
00011010111010	173
00011010111011	332
00011010111100	156
00011010111101	312
00011010111110	181
00011010111111	315
00011011000000	265
00011011000001	509
00011011000010	234
00011011000011	519
00011011000100	298
00011011000101	405
00011011000110	295
00011011000111	453
00011011001000	393
00011011001001	522
00011011001010	348
00011011001011	464
00011011001100	321
00011011001101	405
00011011001110	331
00011011001111	404
00011011010000	116
00011011010001	355
00011011010010	134
00011011010011	339
