 	count
00000010011000	51
00000010011001	123
00000010011010	64
00000010011011	98
00000010011100	81
00000010011101	70
00000010011110	49
00000010011111	153
00000010100000	149
00000010100001	153
00000010100010	83
00000010100011	114
00000010100100	121
00000010100101	157
00000010100110	79
00000010100111	134
00000010101000	109
00000010101001	127
00000010101010	86
00000010101011	124
00000010101100	99
00000010101101	137
00000010101110	115
00000010101111	99
00000010110000	60
00000010110001	76
00000010110010	50
00000010110011	110
00000010110100	41
00000010110101	72
00000010110110	57
00000010110111	100
00000010111000	72
00000010111001	113
00000010111010	51
00000010111011	142
00000010111100	81
00000010111101	137
00000010111110	72
00000010111111	118
00000011000000	90
00000011000001	196
00000011000010	91
00000011000011	169
00000011000100	113
00000011000101	195
00000011000110	135
00000011000111	184
00000011001000	106
00000011001001	160
00000011001010	122
00000011001011	135
00000011001100	125
00000011001101	157
00000011001110	116
00000011001111	153
00000011010000	62
00000011010001	113
00000011010010	44
00000011010011	131
00000011010100	46
00000011010101	170
00000011010110	68
00000011010111	180
00000011011000	89
00000011011001	117
00000011011010	94
00000011011011	123
00000011011100	72
00000011011101	202
00000011011110	91
00000011011111	138
00000011100000	145
00000011100001	172
00000011100010	116
00000011100011	155
00000011100100	93
00000011100101	230
00000011100110	131
00000011100111	193
00000011101000	156
00000011101001	237
00000011101010	117
00000011101011	184
00000011101100	126
00000011101101	204
00000011101110	108
00000011101111	232
00000011110000	83
00000011110001	153
00000011110010	89
00000011110011	114
00000011110100	88
00000011110101	212
00000011110110	70
00000011110111	174
00000011111000	111
00000011111001	180
00000011111010	94
00000011111011	176
00000011111100	126
00000011111101	220
00000011111110	115
00000011111111	156
00000100000000	93
00000100000001	93
00000100000010	80
00000100000011	74
00000100000100	60
00000100000101	83
00000100000110	70
00000100000111	125
00000100001000	61
00000100001001	55
00000100001010	71
00000100001011	60
00000100001100	72
00000100001101	58
00000100001110	57
00000100001111	80
00000100010000	51
00000100010001	40
00000100010010	34
00000100010011	52
00000100010100	36
00000100010101	40
00000100010110	38
00000100010111	66
00000100011000	49
00000100011001	64
00000100011010	54
00000100011011	74
00000100011100	38
00000100011101	45
00000100011110	43
00000100011111	66
00000100100000	61
00000100100001	103
00000100100010	84
00000100100011	97
00000100100100	57
00000100100101	100
00000100100110	70
00000100100111	90
00000100101000	79
00000100101001	83
00000100101010	80
00000100101011	103
00000100101100	102
00000100101101	62
00000100101110	69
00000100101111	100
00000100110000	47
00000100110001	92
00000100110010	48
00000100110011	84
00000100110100	39
00000100110101	80
00000100110110	26
00000100110111	102
00000100111000	75
00000100111001	82
00000100111010	39
00000100111011	83
00000100111100	58
00000100111101	92
00000100111110	57
00000100111111	109
00000101000000	53
00000101000001	121
00000101000010	47
00000101000011	119
00000101000100	96
00000101000101	140
00000101000110	53
00000101000111	83
00000101001000	73
00000101001001	96
00000101001010	55
00000101001011	116
00000101001100	65
00000101001101	75
00000101001110	63
00000101001111	99
00000101010000	33
00000101010001	80
00000101010010	40
00000101010011	81
00000101010100	34
00000101010101	82
00000101010110	37
00000101010111	96
00000101011000	58
00000101011001	141
00000101011010	41
00000101011011	119
00000101011100	70
00000101011101	65
00000101011110	53
00000101011111	104
00000101100000	56
00000101100001	123
00000101100010	46
00000101100011	125
00000101100100	77
00000101100101	141
00000101100110	61
00000101100111	123
00000101101000	59
00000101101001	114
00000101101010	69
00000101101011	102
00000101101100	98
00000101101101	157
00000101101110	79
00000101101111	85
00000101110000	35
00000101110001	129
00000101110010	41
00000101110011	118
00000101110100	44
00000101110101	105
00000101110110	37
00000101110111	68
00000101111000	59
00000101111001	124
00000101111010	28
00000101111011	126
00000101111100	53
00000101111101	108
00000101111110	67
00000101111111	111
00000110000000	82
00000110000001	101
00000110000010	104
00000110000011	129
00000110000100	82
00000110000101	136
00000110000110	132
00000110000111	121
00000110001000	82
00000110001001	87
00000110001010	98
00000110001011	106
00000110001100	91
00000110001101	104
00000110001110	107
00000110001111	113
00000110010000	48
00000110010001	82
00000110010010	40
00000110010011	96
00000110010100	55
00000110010101	84
00000110010110	49
00000110010111	104
00000110011000	84
00000110011001	93
00000110011010	71
00000110011011	72
00000110011100	74
00000110011101	100
00000110011110	63
00000110011111	111
00000110100000	101
00000110100001	124
00000110100010	62
00000110100011	120
00000110100100	124
00000110100101	116
00000110100110	98
00000110100111	129
00000110101000	99
00000110101001	120
00000110101010	117
00000110101011	95
00000110101100	88
00000110101101	114
00000110101110	77
00000110101111	105
00000110110000	52
00000110110001	102
00000110110010	74
00000110110011	142
00000110110100	60
00000110110101	154
00000110110110	56
00000110110111	113
00000110111000	98
00000110111001	128
00000110111010	72
00000110111011	108
00000110111100	75
00000110111101	81
00000110111110	77
00000110111111	95
00000111000000	162
00000111000001	173
00000111000010	107
00000111000011	158
00000111000100	167
00000111000101	182
00000111000110	100
00000111000111	257
00000111001000	122
00000111001001	180
00000111001010	176
00000111001011	178
00000111001100	185
00000111001101	143
00000111001110	126
00000111001111	143
00000111010000	84
00000111010001	187
00000111010010	93
00000111010011	95
00000111010100	51
00000111010101	184
00000111010110	79
00000111010111	168
00000111011000	127
00000111011001	172
00000111011010	85
00000111011011	161
00000111011100	116
00000111011101	145
00000111011110	131
00000111011111	175
00000111100000	144
00000111100001	194
00000111100010	81
00000111100011	169
00000111100100	166
00000111100101	237
00000111100110	131
00000111100111	155
00000111101000	163
00000111101001	161
00000111101010	153
00000111101011	162
00000111101100	152
00000111101101	235
00000111101110	124
00000111101111	144
00000111110000	74
00000111110001	213
00000111110010	85
00000111110011	160
00000111110100	96
00000111110101	189
00000111110110	76
00000111110111	157
00000111111000	144
00000111111001	203
00000111111010	89
00000111111011	157
00000111111100	130
00000111111101	207
00000111111110	104
00000111111111	135
00001000000000	98
00001000000001	141
00001000000010	106
00001000000011	158
00001000000100	93
00001000000101	119
00001000000110	93
00001000000111	138
00001000001000	123
00001000001001	184
00001000001010	129
00001000001011	127
00001000001100	137
00001000001101	133
00001000001110	86
00001000001111	129
00001000010000	62
00001000010001	76
00001000010010	79
00001000010011	104
00001000010100	75
00001000010101	97
00001000010110	54
00001000010111	161
00001000011000	60
00001000011001	136
00001000011010	109
00001000011011	146
00001000011100	68
00001000011101	148
00001000011110	78
00001000011111	100
00001000100000	127
00001000100001	165
00001000100010	142
00001000100011	163
00001000100100	118
00001000100101	136
00001000100110	105
00001000100111	182
00001000101000	132
00001000101001	151
00001000101010	141
00001000101011	181
00001000101100	166
00001000101101	126
00001000101110	91
00001000101111	157
00001000110000	91
00001000110001	169
00001000110010	78
00001000110011	140
00001000110100	95
00001000110101	103
00001000110110	67
00001000110111	120
00001000111000	82
00001000111001	136
00001000111010	98
00001000111011	147
00001000111100	93
00001000111101	94
00001000111110	104
00001000111111	162
00001001000000	83
00001001000001	173
00001001000010	69
00001001000011	170
00001001000100	108
00001001000101	176
00001001000110	83
00001001000111	181
00001001001000	124
00001001001001	222
00001001001010	121
00001001001011	150
00001001001100	107
00001001001101	174
00001001001110	112
00001001001111	175
00001001010000	45
00001001010001	119
00001001010010	45
00001001010011	163
00001001010100	78
00001001010101	191
00001001010110	52
00001001010111	160
00001001011000	82
00001001011001	152
00001001011010	44
00001001011011	153
00001001011100	90
00001001011101	201
00001001011110	91
00001001011111	110
00001001100000	140
00001001100001	224
00001001100010	92
00001001100011	248
00001001100100	109
00001001100101	213
00001001100110	97
00001001100111	181
00001001101000	201
00001001101001	169
00001001101010	132
00001001101011	167
00001001101100	147
00001001101101	207
00001001101110	126
00001001101111	201
00001001110000	69
00001001110001	179
00001001110010	73
00001001110011	185
00001001110100	97
00001001110101	193
00001001110110	88
00001001110111	177
00001001111000	119
00001001111001	205
00001001111010	84
00001001111011	148
00001001111100	108
00001001111101	254
00001001111110	134
00001001111111	136
00001010000000	127
00001010000001	104
00001010000010	105
00001010000011	206
00001010000100	154
00001010000101	152
00001010000110	175
00001010000111	199
00001010001000	120
00001010001001	145
00001010001010	151
00001010001011	163
00001010001100	146
00001010001101	164
00001010001110	144
00001010001111	144
00001010010000	66
00001010010001	101
00001010010010	87
00001010010011	167
00001010010100	80
00001010010101	108
00001010010110	71
00001010010111	167
00001010011000	103
00001010011001	128
00001010011010	98
00001010011011	156
00001010011100	86
00001010011101	151
00001010011110	108
00001010011111	167
00001010100000	163
00001010100001	225
00001010100010	146
00001010100011	256
00001010100100	153
00001010100101	194
00001010100110	137
00001010100111	221
00001010101000	133
00001010101001	186
00001010101010	178
00001010101011	177
00001010101100	179
00001010101101	169
00001010101110	152
00001010101111	202
00001010110000	87
00001010110001	153
00001010110010	58
00001010110011	185
00001010110100	101
00001010110101	184
00001010110110	84
00001010110111	166
00001010111000	139
00001010111001	188
00001010111010	116
00001010111011	183
00001010111100	113
00001010111101	143
00001010111110	83
00001010111111	162
00001011000000	142
00001011000001	208
00001011000010	168
00001011000011	204
00001011000100	136
00001011000101	233
00001011000110	172
00001011000111	251
00001011001000	167
00001011001001	220
00001011001010	234
00001011001011	206
00001011001100	168
00001011001101	244
00001011001110	171
00001011001111	184
00001011010000	67
00001011010001	239
00001011010010	66
00001011010011	277
00001011010100	94
00001011010101	230
00001011010110	110
00001011010111	246
00001011011000	131
00001011011001	223
00001011011010	142
00001011011011	191
00001011011100	153
00001011011101	268
00001011011110	170
00001011011111	278
00001011100000	173
00001011100001	345
00001011100010	158
00001011100011	269
00001011100100	218
00001011100101	325
00001011100110	171
00001011100111	275
00001011101000	285
00001011101001	310
00001011101010	197
00001011101011	224
00001011101100	230
00001011101101	281
00001011101110	210
00001011101111	257
00001011110000	110
00001011110001	274
00001011110010	106
00001011110011	172
00001011110100	127
00001011110101	180
00001011110110	141
00001011110111	228
00001011111000	169
00001011111001	215
00001011111010	135
00001011111011	216
00001011111100	177
00001011111101	258
00001011111110	163
00001011111111	230
00001100000000	129
00001100000001	99
00001100000010	116
00001100000011	114
00001100000100	91
00001100000101	108
00001100000110	95
00001100000111	136
00001100001000	85
00001100001001	108
00001100001010	118
00001100001011	90
00001100001100	100
00001100001101	90
00001100001110	94
00001100001111	111
00001100010000	28
00001100010001	96
00001100010010	49
00001100010011	109
00001100010100	70
00001100010101	69
00001100010110	69
00001100010111	112
00001100011000	84
00001100011001	83
00001100011010	52
00001100011011	93
00001100011100	69
00001100011101	104
00001100011110	84
00001100011111	82
00001100100000	106
00001100100001	137
00001100100010	91
00001100100011	130
00001100100100	93
00001100100101	128
00001100100110	101
00001100100111	142
00001100101000	145
00001100101001	120
00001100101010	105
00001100101011	149
00001100101100	118
00001100101101	123
00001100101110	116
00001100101111	121
00001100110000	34
00001100110001	75
00001100110010	72
00001100110011	104
00001100110100	71
00001100110101	129
00001100110110	51
00001100110111	149
00001100111000	78
00001100111001	117
00001100111010	96
00001100111011	102
00001100111100	84
00001100111101	157
00001100111110	86
00001100111111	142
00001101000000	73
00001101000001	125
00001101000010	85
00001101000011	128
00001101000100	110
00001101000101	158
00001101000110	83
00001101000111	139
00001101001000	100
00001101001001	120
00001101001010	89
00001101001011	109
00001101001100	69
00001101001101	124
00001101001110	96
00001101001111	128
00001101010000	63
00001101010001	112
00001101010010	47
00001101010011	114
00001101010100	66
00001101010101	148
00001101010110	60
00001101010111	120
00001101011000	65
00001101011001	132
00001101011010	60
00001101011011	101
00001101011100	81
00001101011101	135
00001101011110	64
00001101011111	133
00001101100000	75
00001101100001	169
00001101100010	63
00001101100011	138
00001101100100	105
00001101100101	233
00001101100110	79
00001101100111	216
00001101101000	142
00001101101001	220
00001101101010	84
00001101101011	119
00001101101100	107
00001101101101	132
00001101101110	136
00001101101111	166
00001101110000	75
00001101110001	119
00001101110010	51
00001101110011	126
00001101110100	70
00001101110101	125
00001101110110	61
00001101110111	186
00001101111000	101
00001101111001	155
00001101111010	61
00001101111011	120
00001101111100	67
00001101111101	159
00001101111110	69
00001101111111	131
00001110000000	113
00001110000001	132
00001110000010	109
00001110000011	195
00001110000100	153
00001110000101	201
00001110000110	151
00001110000111	218
00001110001000	134
00001110001001	178
00001110001010	169
00001110001011	134
00001110001100	116
00001110001101	184
00001110001110	204
00001110001111	220
00001110010000	47
00001110010001	154
00001110010010	93
00001110010011	115
00001110010100	80
00001110010101	185
00001110010110	74
00001110010111	183
00001110011000	107
00001110011001	171
00001110011010	145
00001110011011	172
00001110011100	104
00001110011101	137
00001110011110	116
00001110011111	144
00001110100000	155
00001110100001	253
00001110100010	146
00001110100011	215
00001110100100	180
00001110100101	229
00001110100110	164
00001110100111	202
00001110101000	169
00001110101001	198
00001110101010	153
00001110101011	212
00001110101100	184
00001110101101	247
00001110101110	160
00001110101111	209
00001110110000	71
00001110110001	207
00001110110010	78
00001110110011	161
00001110110100	98
00001110110101	162
00001110110110	109
00001110110111	180
00001110111000	145
00001110111001	226
00001110111010	143
00001110111011	230
00001110111100	97
00001110111101	146
00001110111110	132
00001110111111	202
00001111000000	166
00001111000001	267
00001111000010	114
00001111000011	297
00001111000100	156
00001111000101	299
00001111000110	201
00001111000111	299
00001111001000	209
00001111001001	228
00001111001010	224
00001111001011	337
00001111001100	190
00001111001101	323
00001111001110	169
00001111001111	241
00001111010000	100
00001111010001	223
00001111010010	96
00001111010011	210
00001111010100	114
00001111010101	326
00001111010110	133
00001111010111	279
00001111011000	122
00001111011001	256
00001111011010	149
00001111011011	247
00001111011100	157
00001111011101	256
00001111011110	155
00001111011111	256
00001111100000	235
00001111100001	347
00001111100010	223
00001111100011	295
00001111100100	236
00001111100101	422
00001111100110	173
00001111100111	316
00001111101000	205
00001111101001	300
00001111101010	183
00001111101011	198
00001111101100	265
00001111101101	351
00001111101110	220
00001111101111	272
00001111110000	98
00001111110001	281
00001111110010	112
00001111110011	246
00001111110100	172
00001111110101	326
00001111110110	132
00001111110111	278
00001111111000	155
00001111111001	277
00001111111010	144
00001111111011	285
00001111111100	139
00001111111101	292
00001111111110	151
00001111111111	177
00010000000000	116
00010000000001	166
00010000000010	141
00010000000011	168
00010000000100	145
00010000000101	161
00010000000110	118
00010000000111	141
00010000001000	149
00010000001001	128
00010000001010	109
00010000001011	196
00010000001100	115
00010000001101	92
00010000001110	161
00010000001111	146
00010000010000	61
00010000010001	107
00010000010010	90
00010000010011	143
00010000010100	81
00010000010101	134
00010000010110	88
00010000010111	120
00010000011000	93
00010000011001	102
00010000011010	115
00010000011011	171
00010000011100	74
00010000011101	157
00010000011110	104
00010000011111	112
00010000100000	109
00010000100001	159
00010000100010	119
00010000100011	158
00010000100100	162
00010000100101	151
00010000100110	114
00010000100111	190
00010000101000	174
00010000101001	201
00010000101010	174
00010000101011	158
00010000101100	171
00010000101101	218
00010000101110	132
00010000101111	176
00010000110000	70
00010000110001	145
00010000110010	70
00010000110011	136
00010000110100	97
00010000110101	148
00010000110110	88
00010000110111	140
00010000111000	112
00010000111001	167
00010000111010	118
00010000111011	179
00010000111100	146
00010000111101	156
00010000111110	103
00010000111111	165
00010001000000	91
00010001000001	160
00010001000010	114
00010001000011	182
00010001000100	145
00010001000101	219
00010001000110	125
00010001000111	192
00010001001000	141
00010001001001	225
00010001001010	111
00010001001011	177
00010001001100	163
00010001001101	165
00010001001110	140
00010001001111	172
00010001010000	65
00010001010001	184
00010001010010	55
00010001010011	196
00010001010100	94
00010001010101	193
00010001010110	72
00010001010111	185
00010001011000	109
00010001011001	130
00010001011010	113
00010001011011	166
00010001011100	121
00010001011101	164
00010001011110	115
00010001011111	191
00010001100000	139
00010001100001	244
00010001100010	138
00010001100011	207
00010001100100	176
00010001100101	217
00010001100110	131
00010001100111	209
00010001101000	137
00010001101001	258
00010001101010	146
00010001101011	164
00010001101100	136
00010001101101	202
00010001101110	120
00010001101111	164
00010001110000	97
00010001110001	165
00010001110010	83
00010001110011	205
00010001110100	109
00010001110101	197
00010001110110	96
00010001110111	188
00010001111000	107
00010001111001	265
00010001111010	92
00010001111011	175
00010001111100	152
00010001111101	234
00010001111110	121
00010001111111	184
00010010000000	148
00010010000001	154
00010010000010	162
00010010000011	211
00010010000100	119
00010010000101	226
00010010000110	163
00010010000111	247
00010010001000	173
00010010001001	171
00010010001010	150
00010010001011	272
00010010001100	157
00010010001101	175
00010010001110	149
00010010001111	192
00010010010000	82
00010010010001	126
00010010010010	91
00010010010011	197
00010010010100	96
00010010010101	184
00010010010110	111
00010010010111	152
00010010011000	116
00010010011001	153
00010010011010	137
00010010011011	182
00010010011100	100
00010010011101	170
00010010011110	115
00010010011111	178
00010010100000	158
00010010100001	187
00010010100010	164
00010010100011	188
00010010100100	150
00010010100101	216
00010010100110	200
00010010100111	205
00010010101000	172
00010010101001	244
00010010101010	160
00010010101011	247
00010010101100	176
00010010101101	209
00010010101110	172
00010010101111	178
00010010110000	78
00010010110001	161
00010010110010	81
00010010110011	165
00010010110100	101
00010010110101	168
00010010110110	82
00010010110111	175
00010010111000	175
00010010111001	204
00010010111010	149
00010010111011	181
00010010111100	129
00010010111101	185
00010010111110	159
00010010111111	220
00010011000000	158
00010011000001	217
00010011000010	141
00010011000011	243
00010011000100	197
00010011000101	250
00010011000110	173
00010011000111	235
00010011001000	188
00010011001001	236
00010011001010	194
00010011001011	325
00010011001100	178
00010011001101	281
00010011001110	154
00010011001111	232
00010011010000	120
00010011010001	248
00010011010010	97
00010011010011	253
00010011010100	132
00010011010101	280
00010011010110	143
00010011010111	273
00010011011000	114
00010011011001	301
00010011011010	156
00010011011011	229
00010011011100	158
00010011011101	251
00010011011110	136
00010011011111	234
00010011100000	180
00010011100001	371
00010011100010	196
00010011100011	337
00010011100100	195
00010011100101	260
00010011100110	221
00010011100111	233
00010011101000	218
00010011101001	377
00010011101010	168
00010011101011	243
00010011101100	194
00010011101101	246
00010011101110	161
00010011101111	233
00010011110000	133
00010011110001	340
00010011110010	106
00010011110011	217
00010011110100	154
00010011110101	380
00010011110110	117
00010011110111	273
00010011111000	171
00010011111001	309
00010011111010	159
00010011111011	255
00010011111100	203
00010011111101	283
00010011111110	168
00010011111111	252
00010100000000	93
00010100000001	109
00010100000010	99
00010100000011	181
00010100000100	76
00010100000101	161
00010100000110	113
00010100000111	140
00010100001000	123
00010100001001	113
00010100001010	123
00010100001011	135
00010100001100	103
00010100001101	108
00010100001110	83
00010100001111	134
00010100010000	44
00010100010001	121
00010100010010	67
00010100010011	83
00010100010100	59
00010100010101	95
00010100010110	63
00010100010111	121
00010100011000	78
00010100011001	112
00010100011010	98
00010100011011	162
00010100011100	97
00010100011101	102
00010100011110	102
00010100011111	142
00010100100000	109
00010100100001	140
00010100100010	99
00010100100011	145
00010100100100	117
00010100100101	190
00010100100110	101
00010100100111	188
00010100101000	138
00010100101001	103
00010100101010	144
00010100101011	148
00010100101100	107
00010100101101	107
00010100101110	111
00010100101111	77
00010100110000	85
00010100110001	95
00010100110010	53
00010100110011	155
00010100110100	70
00010100110101	152
00010100110110	87
00010100110111	100
00010100111000	97
00010100111001	129
00010100111010	106
00010100111011	116
00010100111100	109
00010100111101	137
00010100111110	79
00010100111111	129
00010101000000	110
00010101000001	165
00010101000010	85
00010101000011	200
00010101000100	131
00010101000101	162
00010101000110	94
00010101000111	146
00010101001000	89
00010101001001	124
00010101001010	100
00010101001011	119
00010101001100	99
00010101001101	231
00010101001110	100
00010101001111	120
00010101010000	56
00010101010001	189
00010101010010	65
00010101010011	150
00010101010100	71
00010101010101	160
00010101010110	57
00010101010111	116
00010101011000	75
00010101011001	166
00010101011010	86
00010101011011	165
00010101011100	108
00010101011101	135
00010101011110	101
00010101011111	174
00010101100000	120
00010101100001	297
00010101100010	89
00010101100011	174
00010101100100	136
00010101100101	243
00010101100110	115
00010101100111	173
00010101101000	154
00010101101001	208
00010101101010	122
00010101101011	125
00010101101100	134
00010101101101	197
00010101101110	105
00010101101111	126
00010101110000	48
00010101110001	189
00010101110010	67
00010101110011	177
00010101110100	87
00010101110101	232
00010101110110	95
00010101110111	159
00010101111000	109
00010101111001	233
00010101111010	117
00010101111011	166
00010101111100	123
00010101111101	257
00010101111110	93
00010101111111	165
00010110000000	150
00010110000001	242
00010110000010	165
00010110000011	191
00010110000100	174
00010110000101	181
00010110000110	161
00010110000111	244
00010110001000	163
00010110001001	185
00010110001010	212
00010110001011	229
00010110001100	230
00010110001101	211
00010110001110	163
00010110001111	243
00010110010000	100
00010110010001	213
00010110010010	103
00010110010011	213
00010110010100	128
00010110010101	201
00010110010110	115
00010110010111	179
00010110011000	148
00010110011001	185
00010110011010	147
00010110011011	254
00010110011100	147
00010110011101	172
00010110011110	113
00010110011111	147
00010110100000	168
00010110100001	295
00010110100010	161
00010110100011	241
00010110100100	193
00010110100101	288
00010110100110	187
00010110100111	224
00010110101000	211
00010110101001	236
00010110101010	208
00010110101011	265
00010110101100	215
00010110101101	196
00010110101110	222
00010110101111	249
00010110110000	73
00010110110001	202
00010110110010	156
00010110110011	215
00010110110100	99
00010110110101	245
00010110110110	133
00010110110111	226
00010110111000	176
00010110111001	288
00010110111010	158
00010110111011	253
00010110111100	132
00010110111101	158
00010110111110	169
00010110111111	208
00010111000000	206
00010111000001	319
00010111000010	162
00010111000011	335
00010111000100	247
00010111000101	288
00010111000110	227
00010111000111	398
00010111001000	248
00010111001001	332
00010111001010	194
00010111001011	327
00010111001100	248
00010111001101	338
00010111001110	165
00010111001111	247
00010111010000	158
00010111010001	241
00010111010010	126
00010111010011	340
00010111010100	132
00010111010101	226
00010111010110	153
00010111010111	243
00010111011000	171
00010111011001	311
00010111011010	166
00010111011011	366
00010111011100	202
00010111011101	249
00010111011110	151
00010111011111	291
00010111100000	240
00010111100001	411
00010111100010	197
00010111100011	315
00010111100100	242
00010111100101	392
00010111100110	187
00010111100111	310
00010111101000	329
00010111101001	313
00010111101010	291
00010111101011	341
00010111101100	299
00010111101101	316
00010111101110	201
00010111101111	247
00010111110000	165
00010111110001	312
00010111110010	87
00010111110011	286
00010111110100	139
00010111110101	352
00010111110110	128
00010111110111	345
00010111111000	190
00010111111001	429
00010111111010	179
00010111111011	284
00010111111100	234
00010111111101	320
00010111111110	211
00010111111111	237
00011000000000	88
00011000000001	129
00011000000010	114
00011000000011	75
00011000000100	94
00011000000101	134
00011000000110	93
00011000000111	98
00011000001000	94
00011000001001	140
00011000001010	147
00011000001011	114
00011000001100	93
00011000001101	140
00011000001110	91
00011000001111	96
00011000010000	79
00011000010001	81
00011000010010	49
00011000010011	118
00011000010100	60
00011000010101	100
00011000010110	67
00011000010111	104
00011000011000	67
00011000011001	90
00011000011010	112
00011000011011	111
00011000011100	72
00011000011101	63
00011000011110	59
00011000011111	86
00011000100000	134
00011000100001	161
00011000100010	86
00011000100011	134
00011000100100	104
00011000100101	138
00011000100110	89
00011000100111	100
00011000101000	122
00011000101001	132
00011000101010	114
00011000101011	135
00011000101100	113
00011000101101	165
00011000101110	97
00011000101111	116
00011000110000	50
00011000110001	132
00011000110010	75
00011000110011	132
00011000110100	72
00011000110101	86
00011000110110	65
00011000110111	115
00011000111000	92
00011000111001	127
00011000111010	92
00011000111011	139
00011000111100	67
00011000111101	122
00011000111110	74
00011000111111	99
00011001000000	125
00011001000001	196
00011001000010	108
00011001000011	135
00011001000100	100
00011001000101	187
00011001000110	132
00011001000111	160
00011001001000	102
00011001001001	142
00011001001010	114
00011001001011	119
00011001001100	88
00011001001101	168
00011001001110	90
00011001001111	157
00011001010000	52
00011001010001	130
00011001010010	66
00011001010011	109
00011001010100	55
00011001010101	148
00011001010110	77
00011001010111	85
00011001011000	116
00011001011001	151
00011001011010	85
00011001011011	117
00011001011100	69
00011001011101	157
00011001011110	68
00011001011111	106
00011001100000	107
00011001100001	182
00011001100010	86
00011001100011	165
00011001100100	161
00011001100101	230
00011001100110	111
00011001100111	171
00011001101000	145
00011001101001	145
00011001101010	90
00011001101011	188
00011001101100	144
00011001101101	165
00011001101110	83
00011001101111	110
00011001110000	79
00011001110001	149
00011001110010	62
00011001110011	130
00011001110100	90
00011001110101	220
00011001110110	79
00011001110111	170
00011001111000	109
00011001111001	200
00011001111010	94
00011001111011	153
00011001111100	103
00011001111101	161
00011001111110	98
00011001111111	138
00011010000000	97
00011010000001	177
00011010000010	121
00011010000011	181
00011010000100	119
00011010000101	137
00011010000110	127
00011010000111	139
00011010001000	154
00011010001001	170
00011010001010	178
00011010001011	153
00011010001100	93
00011010001101	127
00011010001110	102
00011010001111	146
00011010010000	63
00011010010001	116
00011010010010	94
00011010010011	187
00011010010100	90
00011010010101	105
00011010010110	86
00011010010111	161
00011010011000	85
00011010011001	185
00011010011010	99
00011010011011	153
00011010011100	83
00011010011101	173
00011010011110	117
00011010011111	133
00011010100000	142
00011010100001	165
00011010100010	126
00011010100011	215
00011010100100	129
00011010100101	187
00011010100110	136
00011010100111	124
00011010101000	137
00011010101001	209
00011010101010	100
00011010101011	198
00011010101100	145
00011010101101	154
00011010101110	122
00011010101111	127
00011010110000	72
00011010110001	173
00011010110010	64
00011010110011	125
00011010110100	68
00011010110101	200
00011010110110	52
00011010110111	134
00011010111000	119
00011010111001	148
00011010111010	115
00011010111011	145
00011010111100	111
00011010111101	175
00011010111110	92
00011010111111	143
00011011000000	149
00011011000001	200
00011011000010	134
00011011000011	276
00011011000100	138
00011011000101	211
00011011000110	153
00011011000111	188
00011011001000	160
00011011001001	206
00011011001010	175
00011011001011	189
00011011001100	170
00011011001101	162
00011011001110	132
00011011001111	176
00011011010000	54
00011011010001	200
00011011010010	68
00011011010011	208
00011011010100	102
