 	count
00000001111111	432
00000010000000	345
00000010000001	586
00000010000010	234
00000010000011	677
00000010000100	391
00000010000101	577
00000010000110	428
00000010000111	620
00000010001000	454
00000010001001	637
00000010001010	480
00000010001011	664
00000010001100	341
00000010001101	527
00000010001110	591
00000010001111	613
00000010010000	95
00000010010001	326
00000010010010	114
00000010010011	406
00000010010100	136
00000010010101	411
00000010010110	146
00000010010111	513
00000010011000	145
00000010011001	555
00000010011010	198
00000010011011	331
00000010011100	175
00000010011101	344
00000010011110	166
00000010011111	602
00000010100000	561
00000010100001	993
00000010100010	461
00000010100011	686
00000010100100	532
00000010100101	952
00000010100110	459
00000010100111	698
00000010101000	513
00000010101001	810
00000010101010	458
00000010101011	850
00000010101100	447
00000010101101	876
00000010101110	434
00000010101111	721
00000010110000	216
00000010110001	327
00000010110010	126
00000010110011	466
00000010110100	143
00000010110101	389
00000010110110	195
00000010110111	339
00000010111000	270
00000010111001	606
00000010111010	198
00000010111011	567
00000010111100	249
00000010111101	666
00000010111110	232
00000010111111	553
00000011000000	308
00000011000001	758
00000011000010	312
00000011000011	722
00000011000100	377
00000011000101	735
00000011000110	425
00000011000111	644
00000011001000	382
00000011001001	701
00000011001010	407
00000011001011	595
00000011001100	495
00000011001101	716
00000011001110	418
00000011001111	583
00000011010000	99
00000011010001	316
00000011010010	106
00000011010011	329
00000011010100	91
00000011010101	466
00000011010110	120
00000011010111	404
00000011011000	169
00000011011001	278
00000011011010	144
00000011011011	395
00000011011100	160
00000011011101	539
00000011011110	141
00000011011111	362
00000011100000	406
00000011100001	578
00000011100010	344
00000011100011	707
00000011100100	326
00000011100101	781
00000011100110	353
00000011100111	688
00000011101000	544
00000011101001	876
00000011101010	457
00000011101011	834
00000011101100	351
00000011101101	767
00000011101110	376
00000011101111	884
00000011110000	134
00000011110001	417
00000011110010	154
00000011110011	308
00000011110100	112
00000011110101	469
00000011110110	132
00000011110111	481
00000011111000	220
00000011111001	470
00000011111010	160
00000011111011	612
00000011111100	211
00000011111101	620
00000011111110	215
00000011111111	484
00000100000000	359
00000100000001	563
00000100000010	321
00000100000011	348
00000100000100	340
00000100000101	595
00000100000110	346
00000100000111	617
00000100001000	389
00000100001001	371
00000100001010	404
00000100001011	414
00000100001100	389
00000100001101	330
00000100001110	326
00000100001111	505
00000100010000	105
00000100010001	221
00000100010010	91
00000100010011	202
00000100010100	121
00000100010101	232
00000100010110	125
00000100010111	245
00000100011000	141
00000100011001	403
00000100011010	146
00000100011011	336
00000100011100	142
00000100011101	254
00000100011110	157
00000100011111	293
00000100100000	468
00000100100001	833
00000100100010	363
00000100100011	706
00000100100100	310
00000100100101	600
00000100100110	333
00000100100111	649
00000100101000	504
00000100101001	637
00000100101010	470
00000100101011	581
00000100101100	441
00000100101101	552
00000100101110	467
00000100101111	684
00000100110000	152
00000100110001	373
00000100110010	150
00000100110011	350
00000100110100	126
00000100110101	371
00000100110110	140
00000100110111	310
00000100111000	226
00000100111001	570
00000100111010	161
00000100111011	388
00000100111100	175
00000100111101	537
00000100111110	185
00000100111111	544
00000101000000	191
00000101000001	462
00000101000010	211
00000101000011	494
00000101000100	213
00000101000101	535
00000101000110	162
00000101000111	440
00000101001000	257
00000101001001	391
00000101001010	266
00000101001011	519
00000101001100	218
00000101001101	391
00000101001110	217
00000101001111	472
00000101010000	59
00000101010001	209
00000101010010	73
00000101010011	273
00000101010100	109
00000101010101	322
00000101010110	76
00000101010111	283
00000101011000	131
00000101011001	411
00000101011010	107
00000101011011	385
00000101011100	121
00000101011101	271
00000101011110	125
00000101011111	384
00000101100000	244
00000101100001	626
00000101100010	210
00000101100011	518
00000101100100	344
00000101100101	700
00000101100110	282
00000101100111	512
00000101101000	287
00000101101001	590
00000101101010	348
00000101101011	557
00000101101100	448
00000101101101	726
00000101101110	377
00000101101111	684
00000101110000	76
00000101110001	351
00000101110010	90
00000101110011	379
00000101110100	107
00000101110101	326
00000101110110	70
00000101110111	347
00000101111000	151
00000101111001	445
00000101111010	132
00000101111011	443
00000101111100	101
00000101111101	299
00000101111110	148
00000101111111	380
00000110000000	424
00000110000001	545
00000110000010	377
00000110000011	688
00000110000100	334
00000110000101	651
00000110000110	381
00000110000111	566
00000110001000	504
00000110001001	546
00000110001010	444
00000110001011	499
00000110001100	409
00000110001101	637
00000110001110	466
00000110001111	853
00000110010000	136
00000110010001	268
00000110010010	109
00000110010011	394
00000110010100	148
00000110010101	330
00000110010110	128
00000110010111	382
00000110011000	187
00000110011001	414
00000110011010	172
00000110011011	357
00000110011100	195
00000110011101	459
00000110011110	185
00000110011111	407
00000110100000	398
00000110100001	726
00000110100010	418
00000110100011	657
00000110100100	457
00000110100101	705
00000110100110	417
00000110100111	706
00000110101000	527
00000110101001	692
00000110101010	544
00000110101011	765
00000110101100	542
00000110101101	619
00000110101110	569
00000110101111	665
00000110110000	151
00000110110001	454
00000110110010	142
00000110110011	530
00000110110100	183
00000110110101	622
00000110110110	148
00000110110111	498
00000110111000	248
00000110111001	625
00000110111010	178
00000110111011	504
00000110111100	273
00000110111101	410
00000110111110	244
00000110111111	450
00000111000000	365
00000111000001	560
00000111000010	327
00000111000011	634
00000111000100	402
00000111000101	629
00000111000110	271
00000111000111	891
00000111001000	376
00000111001001	678
00000111001010	448
00000111001011	727
00000111001100	444
00000111001101	631
00000111001110	443
00000111001111	799
00000111010000	102
00000111010001	419
00000111010010	146
00000111010011	306
00000111010100	99
00000111010101	462
00000111010110	169
00000111010111	400
00000111011000	185
00000111011001	371
00000111011010	168
00000111011011	453
00000111011100	192
00000111011101	437
00000111011110	185
00000111011111	553
00000111100000	462
00000111100001	731
00000111100010	393
00000111100011	632
00000111100100	410
00000111100101	847
00000111100110	432
00000111100111	686
00000111101000	524
00000111101001	764
00000111101010	574
00000111101011	749
00000111101100	397
00000111101101	881
00000111101110	390
00000111101111	637
00000111110000	135
00000111110001	460
00000111110010	119
00000111110011	383
00000111110100	187
00000111110101	442
00000111110110	144
00000111110111	388
00000111111000	251
00000111111001	455
00000111111010	212
00000111111011	455
00000111111100	195
00000111111101	635
00000111111110	222
00000111111111	431
00001000000000	493
00001000000001	1006
00001000000010	534
00001000000011	1002
00001000000100	503
00001000000101	783
00001000000110	445
00001000000111	911
00001000001000	645
00001000001001	1081
00001000001010	638
00001000001011	866
00001000001100	677
00001000001101	815
00001000001110	585
00001000001111	861
00001000010000	160
00001000010001	532
00001000010010	201
00001000010011	562
00001000010100	182
00001000010101	425
00001000010110	187
00001000010111	510
00001000011000	308
00001000011001	672
00001000011010	290
00001000011011	619
00001000011100	206
00001000011101	607
00001000011110	191
00001000011111	464
00001000100000	631
00001000100001	1131
00001000100010	665
00001000100011	1074
00001000100100	699
00001000100101	905
00001000100110	534
00001000100111	1151
00001000101000	689
00001000101001	1099
00001000101010	788
00001000101011	1268
00001000101100	720
00001000101101	976
00001000101110	672
00001000101111	965
00001000110000	206
00001000110001	691
00001000110010	228
00001000110011	613
00001000110100	260
00001000110101	617
00001000110110	168
00001000110111	567
00001000111000	341
00001000111001	733
00001000111010	293
00001000111011	771
00001000111100	242
00001000111101	617
00001000111110	318
00001000111111	745
00001001000000	349
00001001000001	779
00001001000010	354
00001001000011	830
00001001000100	330
00001001000101	693
00001001000110	296
00001001000111	753
00001001001000	469
00001001001001	919
00001001001010	520
00001001001011	759
00001001001100	439
00001001001101	867
00001001001110	413
00001001001111	786
00001001010000	103
00001001010001	368
00001001010010	116
00001001010011	413
00001001010100	158
00001001010101	596
00001001010110	145
00001001010111	351
00001001011000	135
00001001011001	489
00001001011010	149
00001001011011	466
00001001011100	178
00001001011101	541
00001001011110	217
00001001011111	411
00001001100000	524
00001001100001	977
00001001100010	465
00001001100011	992
00001001100100	416
00001001100101	1004
00001001100110	362
00001001100111	1001
00001001101000	672
00001001101001	1039
00001001101010	543
00001001101011	808
00001001101100	566
00001001101101	964
00001001101110	372
00001001101111	850
00001001110000	149
00001001110001	512
00001001110010	160
00001001110011	541
00001001110100	167
00001001110101	499
00001001110110	202
00001001110111	483
00001001111000	237
00001001111001	711
00001001111010	228
00001001111011	510
00001001111100	242
00001001111101	736
00001001111110	228
00001001111111	478
00001010000000	555
00001010000001	727
00001010000010	470
00001010000011	850
00001010000100	537
00001010000101	789
00001010000110	639
00001010000111	1068
00001010001000	593
00001010001001	872
00001010001010	726
00001010001011	929
00001010001100	589
00001010001101	1027
00001010001110	633
00001010001111	862
00001010010000	219
00001010010001	442
00001010010010	199
00001010010011	512
00001010010100	159
00001010010101	495
00001010010110	137
00001010010111	588
00001010011000	212
00001010011001	523
00001010011010	288
00001010011011	715
00001010011100	247
00001010011101	605
00001010011110	316
00001010011111	647
00001010100000	670
00001010100001	1161
00001010100010	619
00001010100011	1094
00001010100100	708
00001010100101	998
00001010100110	611
00001010100111	1037
00001010101000	657
00001010101001	995
00001010101010	750
00001010101011	1009
00001010101100	834
00001010101101	1165
00001010101110	685
00001010101111	1307
00001010110000	254
00001010110001	613
00001010110010	186
00001010110011	605
00001010110100	212
00001010110101	637
00001010110110	200
00001010110111	524
00001010111000	349
00001010111001	759
00001010111010	306
00001010111011	815
00001010111100	326
00001010111101	594
00001010111110	293
00001010111111	775
00001011000000	373
00001011000001	766
00001011000010	504
00001011000011	787
00001011000100	386
00001011000101	732
00001011000110	478
00001011000111	951
00001011001000	454
00001011001001	874
00001011001010	646
00001011001011	902
00001011001100	508
00001011001101	842
00001011001110	583
00001011001111	804
00001011010000	127
00001011010001	451
00001011010010	131
00001011010011	574
00001011010100	171
00001011010101	458
00001011010110	188
00001011010111	554
00001011011000	242
00001011011001	592
00001011011010	208
00001011011011	593
00001011011100	236
00001011011101	610
00001011011110	264
00001011011111	654
00001011100000	534
00001011100001	1162
00001011100010	459
00001011100011	858
00001011100100	531
00001011100101	982
00001011100110	481
00001011100111	1045
00001011101000	848
00001011101001	1153
00001011101010	703
00001011101011	958
00001011101100	662
00001011101101	982
00001011101110	698
00001011101111	985
00001011110000	164
00001011110001	587
00001011110010	203
00001011110011	520
00001011110100	169
00001011110101	430
00001011110110	176
00001011110111	529
00001011111000	307
00001011111001	587
00001011111010	265
00001011111011	722
00001011111100	262
00001011111101	602
00001011111110	276
00001011111111	544
00001100000000	521
00001100000001	750
00001100000010	366
00001100000011	692
00001100000100	419
00001100000101	619
00001100000110	386
00001100000111	672
00001100001000	520
00001100001001	731
00001100001010	466
00001100001011	751
00001100001100	429
00001100001101	686
00001100001110	466
00001100001111	545
00001100010000	125
00001100010001	433
00001100010010	141
00001100010011	335
00001100010100	137
00001100010101	340
00001100010110	144
00001100010111	449
00001100011000	224
00001100011001	521
00001100011010	174
00001100011011	488
00001100011100	247
00001100011101	456
00001100011110	198
00001100011111	444
00001100100000	453
00001100100001	852
00001100100010	433
00001100100011	839
00001100100100	508
00001100100101	885
00001100100110	514
00001100100111	770
00001100101000	657
00001100101001	819
00001100101010	539
00001100101011	940
00001100101100	605
00001100101101	721
00001100101110	547
00001100101111	568
00001100110000	169
00001100110001	407
00001100110010	194
00001100110011	460
00001100110100	150
00001100110101	491
00001100110110	160
00001100110111	593
00001100111000	254
00001100111001	585
00001100111010	271
00001100111011	506
00001100111100	259
00001100111101	874
00001100111110	194
00001100111111	570
00001101000000	224
00001101000001	479
00001101000010	276
00001101000011	537
00001101000100	287
00001101000101	587
00001101000110	273
00001101000111	598
00001101001000	379
00001101001001	620
00001101001010	321
00001101001011	667
00001101001100	287
00001101001101	512
00001101001110	371
00001101001111	564
00001101010000	112
00001101010001	268
00001101010010	82
00001101010011	375
00001101010100	96
00001101010101	375
00001101010110	100
00001101010111	380
00001101011000	99
00001101011001	400
00001101011010	163
00001101011011	397
00001101011100	135
00001101011101	341
00001101011110	131
00001101011111	289
00001101100000	307
00001101100001	688
00001101100010	270
00001101100011	649
00001101100100	383
00001101100101	988
00001101100110	327
00001101100111	965
00001101101000	500
00001101101001	836
00001101101010	413
00001101101011	701
00001101101100	438
00001101101101	546
00001101101110	381
00001101101111	879
00001101110000	154
00001101110001	366
00001101110010	128
00001101110011	432
00001101110100	96
00001101110101	405
00001101110110	124
00001101110111	619
00001101111000	182
00001101111001	499
00001101111010	181
00001101111011	425
00001101111100	134
00001101111101	480
00001101111110	122
00001101111111	416
00001110000000	446
00001110000001	761
00001110000010	475
00001110000011	981
00001110000100	459
00001110000101	1014
00001110000110	600
00001110000111	967
00001110001000	618
00001110001001	836
00001110001010	677
00001110001011	801
00001110001100	576
00001110001101	915
00001110001110	734
00001110001111	1180
00001110010000	151
00001110010001	635
00001110010010	187
00001110010011	494
00001110010100	174
00001110010101	565
00001110010110	131
00001110010111	550
00001110011000	233
00001110011001	629
00001110011010	296
00001110011011	623
00001110011100	238
00001110011101	534
00001110011110	255
00001110011111	572
00001110100000	582
00001110100001	1180
00001110100010	517
00001110100011	1113
00001110100100	609
00001110100101	1021
00001110100110	671
00001110100111	1024
00001110101000	737
00001110101001	1307
00001110101010	784
00001110101011	1158
00001110101100	794
00001110101101	1280
00001110101110	705
00001110101111	1055
00001110110000	178
00001110110001	646
00001110110010	253
00001110110011	540
00001110110100	217
00001110110101	661
00001110110110	232
00001110110111	607
00001110111000	362
00001110111001	831
00001110111010	355
00001110111011	928
00001110111100	342
00001110111101	751
00001110111110	376
00001110111111	829
00001111000000	391
00001111000001	784
00001111000010	447
00001111000011	1053
00001111000100	419
00001111000101	919
00001111000110	411
00001111000111	989
00001111001000	536
00001111001001	878
00001111001010	622
00001111001011	1148
00001111001100	451
00001111001101	1088
00001111001110	526
00001111001111	872
00001111010000	161
00001111010001	484
00001111010010	151
00001111010011	522
00001111010100	154
00001111010101	632
00001111010110	165
00001111010111	560
00001111011000	202
00001111011001	509
00001111011010	220
00001111011011	617
00001111011100	210
00001111011101	680
00001111011110	273
00001111011111	715
00001111100000	545
00001111100001	1096
00001111100010	619
00001111100011	1025
00001111100100	531
00001111100101	1087
00001111100110	490
00001111100111	939
00001111101000	660
00001111101001	1012
00001111101010	608
00001111101011	938
00001111101100	730
00001111101101	1285
00001111101110	725
00001111101111	978
00001111110000	135
00001111110001	605
00001111110010	196
00001111110011	579
00001111110100	213
00001111110101	711
00001111110110	229
00001111110111	613
00001111111000	243
00001111111001	818
00001111111010	247
00001111111011	764
00001111111100	210
00001111111101	715
00001111111110	259
00001111111111	637
00010000000000	584
00010000000001	1017
00010000000010	726
00010000000011	1232
00010000000100	702
00010000000101	1039
00010000000110	530
00010000000111	988
00010000001000	876
00010000001001	997
00010000001010	738
00010000001011	1505
00010000001100	705
00010000001101	971
00010000001110	899
00010000001111	1173
00010000010000	246
00010000010001	568
00010000010010	242
00010000010011	660
00010000010100	223
00010000010101	676
00010000010110	194
00010000010111	526
00010000011000	318
00010000011001	661
00010000011010	399
00010000011011	908
00010000011100	259
00010000011101	747
00010000011110	327
00010000011111	663
00010000100000	737
00010000100001	1352
00010000100010	748
00010000100011	1120
00010000100100	818
00010000100101	1363
00010000100110	723
00010000100111	1285
00010000101000	1071
00010000101001	1614
00010000101010	1117
00010000101011	1288
00010000101100	1086
00010000101101	1578
00010000101110	891
00010000101111	1347
00010000110000	315
00010000110001	750
00010000110010	302
00010000110011	723
00010000110100	269
00010000110101	921
00010000110110	238
00010000110111	605
00010000111000	438
00010000111001	845
00010000111010	384
00010000111011	1035
00010000111100	502
00010000111101	963
00010000111110	324
00010000111111	895
00010001000000	542
00010001000001	909
00010001000010	517
00010001000011	891
00010001000100	527
00010001000101	1068
00010001000110	572
00010001000111	1167
00010001001000	589
00010001001001	1141
00010001001010	534
00010001001011	1088
00010001001100	595
00010001001101	874
00010001001110	563
00010001001111	1163
00010001010000	157
00010001010001	580
00010001010010	164
00010001010011	634
00010001010100	181
00010001010101	569
00010001010110	159
00010001010111	641
00010001011000	282
00010001011001	702
00010001011010	302
00010001011011	732
00010001011100	231
00010001011101	578
00010001011110	264
00010001011111	741
00010001100000	707
00010001100001	1330
00010001100010	585
00010001100011	1124
00010001100100	658
00010001100101	1239
00010001100110	642
00010001100111	1128
00010001101000	608
00010001101001	1536
00010001101010	859
00010001101011	1169
00010001101100	718
00010001101101	1243
00010001101110	590
00010001101111	1212
00010001110000	243
00010001110001	598
00010001110010	147
00010001110011	830
00010001110100	227
00010001110101	758
00010001110110	164
00010001110111	635
00010001111000	316
00010001111001	946
00010001111010	295
00010001111011	843
00010001111100	371
00010001111101	996
00010001111110	339
00010001111111	807
00010010000000	558
00010010000001	991
00010010000010	809
00010010000011	1279
00010010000100	584
00010010000101	1332
00010010000110	685
00010010000111	1288
00010010001000	841
00010010001001	1239
00010010001010	774
00010010001011	1531
00010010001100	778
00010010001101	1170
00010010001110	830
00010010001111	1286
00010010010000	219
00010010010001	529
00010010010010	247
00010010010011	846
00010010010100	192
00010010010101	765
00010010010110	239
00010010010111	542
00010010011000	396
00010010011001	689
00010010011010	427
00010010011011	774
00010010011100	396
00010010011101	699
00010010011110	353
00010010011111	814
00010010100000	861
00010010100001	1256
00010010100010	792
00010010100011	1278
00010010100100	689
00010010100101	1424
00010010100110	815
00010010100111	1240
00010010101000	940
00010010101001	1500
00010010101010	948
00010010101011	1577
00010010101100	1048
00010010101101	1442
00010010101110	960
00010010101111	1305
00010010110000	273
00010010110001	714
00010010110010	246
00010010110011	700
00010010110100	226
00010010110101	707
00010010110110	286
00010010110111	767
00010010111000	459
00010010111001	960
00010010111010	392
00010010111011	999
00010010111100	382
00010010111101	875
00010010111110	406
00010010111111	1060
00010011000000	454
00010011000001	984
00010011000010	510
00010011000011	953
00010011000100	583
00010011000101	960
00010011000110	623
00010011000111	1147
00010011001000	618
00010011001001	933
00010011001010	717
00010011001011	1307
00010011001100	619
00010011001101	1131
00010011001110	743
00010011001111	1217
00010011010000	209
00010011010001	562
00010011010010	152
00010011010011	727
00010011010100	178
00010011010101	688
00010011010110	248
00010011010111	728
00010011011000	251
00010011011001	786
00010011011010	294
00010011011011	693
00010011011100	218
00010011011101	777
00010011011110	277
00010011011111	748
00010011100000	562
00010011100001	1448
00010011100010	662
00010011100011	1395
00010011100100	675
00010011100101	971
00010011100110	753
00010011100111	950
00010011101000	814
00010011101001	1506
00010011101010	665
00010011101011	1272
00010011101100	634
00010011101101	1120
00010011101110	583
00010011101111	1163
00010011110000	216
00010011110001	849
00010011110010	178
00010011110011	648
00010011110100	257
00010011110101	859
00010011110110	259
00010011110111	767
00010011111000	339
00010011111001	969
00010011111010	379
00010011111011	928
00010011111100	379
00010011111101	822
00010011111110	273
00010011111111	957
00010100000000	565
00010100000001	833
00010100000010	566
00010100000011	1068
00010100000100	443
00010100000101	1099
00010100000110	590
00010100000111	950
00010100001000	780
00010100001001	1057
00010100001010	759
00010100001011	839
00010100001100	629
00010100001101	882
00010100001110	637
00010100001111	1041
00010100010000	172
00010100010001	649
00010100010010	200
00010100010011	476
00010100010100	213
00010100010101	517
00010100010110	186
00010100010111	635
00010100011000	245
00010100011001	644
00010100011010	278
00010100011011	821
00010100011100	300
00010100011101	664
00010100011110	297
00010100011111	746
00010100100000	633
00010100100001	1212
00010100100010	557
00010100100011	1052
00010100100100	755
00010100100101	1274
00010100100110	705
00010100100111	1231
00010100101000	771
00010100101001	920
00010100101010	792
00010100101011	1211
00010100101100	815
00010100101101	958
00010100101110	758
00010100101111	937
00010100110000	213
00010100110001	485
00010100110010	211
00010100110011	678
00010100110100	234
00010100110101	711
00010100110110	198
00010100110111	656
00010100111000	366
00010100111001	819
00010100111010	346
00010100111011	612
00010100111100	375
00010100111101	820
00010100111110	269
00010100111111	670
00010101000000	342
00010101000001	735
00010101000010	407
00010101000011	933
00010101000100	472
00010101000101	859
00010101000110	365
00010101000111	850
00010101001000	441
00010101001001	706
00010101001010	489
00010101001011	845
00010101001100	448
00010101001101	1097
00010101001110	488
00010101001111	750
00010101010000	128
00010101010001	608
00010101010010	145
00010101010011	497
00010101010100	163
00010101010101	488
00010101010110	173
00010101010111	468
00010101011000	166
00010101011001	550
00010101011010	225
00010101011011	717
00010101011100	242
00010101011101	497
00010101011110	227
00010101011111	688
00010101100000	500
00010101100001	1193
00010101100010	395
00010101100011	895
00010101100100	571
00010101100101	1088
00010101100110	616
00010101100111	1127
00010101101000	621
00010101101001	1157
00010101101010	726
00010101101011	918
00010101101100	643
00010101101101	1073
00010101101110	541
00010101101111	1080
00010101110000	153
00010101110001	587
00010101110010	157
00010101110011	571
00010101110100	231
00010101110101	645
00010101110110	204
00010101110111	705
00010101111000	283
00010101111001	829
00010101111010	271
00010101111011	655
00010101111100	313
00010101111101	888
00010101111110	281
00010101111111	746
00010110000000	775
00010110000001	1357
00010110000010	784
00010110000011	1063
00010110000100	715
00010110000101	1053
00010110000110	935
00010110000111	1088
00010110001000	908
00010110001001	1232
00010110001010	1170
00010110001011	1352
00010110001100	1041
00010110001101	1339
00010110001110	932
00010110001111	1414
00010110010000	270
00010110010001	706
00010110010010	250
00010110010011	793
00010110010100	239
00010110010101	791
00010110010110	235
00010110010111	727
00010110011000	319
00010110011001	818
00010110011010	359
00010110011011	1165
00010110011100	476
00010110011101	817
00010110011110	355
00010110011111	903
00010110100000	901
00010110100001	1707
00010110100010	797
00010110100011	1632
00010110100100	1038
00010110100101	1543
00010110100110	826
00010110100111	1190
00010110101000	1217
00010110101001	1633
00010110101010	1095
00010110101011	1690
00010110101100	921
00010110101101	1458
00010110101110	1168
00010110101111	1515
00010110110000	252
00010110110001	857
00010110110010	324
00010110110011	767
00010110110100	303
00010110110101	949
00010110110110	304
00010110110111	772
00010110111000	531
00010110111001	1356
00010110111010	421
00010110111011	1187
00010110111100	507
00010110111101	908
00010110111110	446
00010110111111	1022
00010111000000	577
00010111000001	1106
00010111000010	653
00010111000011	1364
00010111000100	664
00010111000101	1030
00010111000110	693
00010111000111	1396
00010111001000	678
00010111001001	1207
00010111001010	733
00010111001011	1465
00010111001100	758
00010111001101	1546
00010111001110	632
00010111001111	1294
00010111010000	190
00010111010001	545
00010111010010	205
00010111010011	787
00010111010100	203
00010111010101	580
00010111010110	253
00010111010111	742
00010111011000	302
00010111011001	836
00010111011010	334
00010111011011	978
00010111011100	371
00010111011101	763
00010111011110	256
00010111011111	901
00010111100000	715
00010111100001	1697
00010111100010	755
00010111100011	1373
00010111100100	680
00010111100101	1401
00010111100110	645
00010111100111	1242
00010111101000	927
00010111101001	1430
00010111101010	925
00010111101011	1475
00010111101100	861
00010111101101	1454
00010111101110	985
00010111101111	1207
00010111110000	231
00010111110001	774
00010111110010	230
00010111110011	868
00010111110100	241
00010111110101	871
00010111110110	254
00010111110111	880
00010111111000	331
00010111111001	1167
00010111111010	382
00010111111011	1044
00010111111100	455
00010111111101	1056
00010111111110	405
00010111111111	844
00011000000000	500
00011000000001	825
00011000000010	449
00011000000011	668
00011000000100	479
00011000000101	777
00011000000110	490
00011000000111	714
00011000001000	553
00011000001001	906
00011000001010	608
00011000001011	864
00011000001100	485
00011000001101	871
00011000001110	486
00011000001111	635
00011000010000	164
00011000010001	376
00011000010010	129
00011000010011	478
00011000010100	143
00011000010101	468
00011000010110	174
00011000010111	515
00011000011000	200
00011000011001	557
00011000011010	308
00011000011011	564
00011000011100	204
00011000011101	343
00011000011110	239
00011000011111	436
00011000100000	617
00011000100001	1061
00011000100010	554
00011000100011	681
00011000100100	563
00011000100101	985
00011000100110	519
00011000100111	698
00011000101000	820
00011000101001	866
00011000101010	671
00011000101011	779
00011000101100	643
00011000101101	1118
00011000101110	605
00011000101111	768
00011000110000	159
00011000110001	571
00011000110010	171
00011000110011	584
00011000110100	196
00011000110101	527
00011000110110	163
00011000110111	467
00011000111000	231
00011000111001	694
00011000111010	375
00011000111011	662
00011000111100	226
00011000111101	589
00011000111110	230
00011000111111	491
00011001000000	375
00011001000001	793
00011001000010	312
00011001000011	613
00011001000100	366
00011001000101	766
00011001000110	346
00011001000111	710
00011001001000	371
00011001001001	744
00011001001010	437
00011001001011	674
00011001001100	347
00011001001101	710
00011001001110	432
00011001001111	729
00011001010000	105
00011001010001	505
00011001010010	104
00011001010011	319
00011001010100	127
00011001010101	459
00011001010110	139
00011001010111	396
00011001011000	205
00011001011001	562
00011001011010	194
00011001011011	537
00011001011100	114
00011001011101	427
00011001011110	174
00011001011111	327
00011001100000	407
00011001100001	777
00011001100010	354
00011001100011	812
00011001100100	573
00011001100101	1077
00011001100110	462
00011001100111	926
00011001101000	637
00011001101001	763
00011001101010	368
00011001101011	969
00011001101100	525
00011001101101	757
00011001101110	351
00011001101111	606
00011001110000	151
00011001110001	440
00011001110010	169
00011001110011	469
00011001110100	163
00011001110101	590
00011001110110	126
00011001110111	545
00011001111000	248
00011001111001	637
00011001111010	178
00011001111011	499
00011001111100	188
00011001111101	404
00011001111110	212
00011001111111	480
00011010000000	375
00011010000001	846
00011010000010	384
00011010000011	923
00011010000100	460
00011010000101	615
00011010000110	488
00011010000111	803
00011010001000	559
00011010001001	961
00011010001010	656
00011010001011	827
00011010001100	455
00011010001101	818
00011010001110	611
00011010001111	755
00011010010000	143
00011010010001	419
00011010010010	159
00011010010011	527
00011010010100	144
00011010010101	474
00011010010110	183
00011010010111	558
00011010011000	219
00011010011001	731
00011010011010	282
00011010011011	800
00011010011100	215
00011010011101	717
00011010011110	261
00011010011111	604
00011010100000	608
00011010100001	1056
00011010100010	610
00011010100011	1026
00011010100100	548
00011010100101	1108
00011010100110	555
00011010100111	789
00011010101000	621
00011010101001	1196
00011010101010	549
00011010101011	1213
00011010101100	776
00011010101101	957
00011010101110	606
00011010101111	825
00011010110000	187
00011010110001	543
00011010110010	183
00011010110011	490
00011010110100	164
00011010110101	663
00011010110110	205
00011010110111	471
00011010111000	295
00011010111001	641
00011010111010	263
00011010111011	550
00011010111100	287
00011010111101	705
00011010111110	275
00011010111111	630
